Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Cova da Piedade - Vilafranquense 0:0,Portugal. Segunda Liga,2019-12-07,GK,95,0,0.33,2,2,1,1,4,3,5,5,11,6,5
Vilafranquense - Académica 3:2,Portugal. Segunda Liga,2019-11-30,GK,97,2,2.07,7,5,4,2,7,4,7,7,14,3,11
Academico Viseu - Vilafranquense 0:2,Portugal. Segunda Liga,2019-11-10,GK,94,0,0.05,1,1,1,2,5,0,8,8,8,4,4
Casa Pia - Vilafranquense 3:2,Portugal. Segunda Liga,2019-11-02,GK,94,3,2.96,7,4,4,0,9,5,8,8,6,0,6
Porto II - Vilafranquense 1:1,Portugal. Segunda Liga,2019-10-26,GK,98,1,0.59,4,3,1,1,8,3,6,6,14,5,9
Vilafranquense - UD Oliveirense 3:2,Portugal. Segunda Liga,2019-10-13,GK,103,2,1.7,4,2,1,2,11,5,5,5,3,1,2
Casa Pia - Pinhalnovense 3:0,Portugal. Campeonato de Portugal,2018-03-31,GK,88,3,1.14,5,2,0,4,7,5,10,10,3,0,3
Moura - Pinhalnovense 2:1,Portugal. Campeonato de Portugal,2018-03-11,GK,93,2,0.99,4,2,1,0,7,4,2,2,7,3,4
Farense - Pinhalnovense 1:1,Portugal. Campeonato de Portugal,2018-01-28,GK,101,1,1.21,4,3,3,6,12,4,2,2,18,0,18
Oriental Lisboa - Pinhalnovense 1:0,Portugal. Campeonato de Portugal,2018-01-14,GK,96,1,1.43,6,5,1,2,7,6,5,4,16,3,13
Estrela Vendas Novas - Pinhalnovense 0:5,Portugal. Campeonato de Portugal,2017-12-10,GK,89,0,0.1,3,3,0,4,5,2,19,19,5,5,0
Casa Pia - Pinhalnovense 2:0,Portugal. Taça de Portugal,2017-09-03,GK,95,2,0.96,5,3,0,3,7,4,9,9,10,1,9
Mogi Mirim - Joinville 1:1,Brazil. Serie C,2017-07-11,GK,93,1,0.87,3,2,1,1,4,3,0,0,9,0,9
Santos - Gama 3:0,Brazil. Copa do Brasil,2016-07-28,GK,95,3,3.6,10,7,2,0,8,5,4,3,10,5,5
Gama - Santos 0:0,Brazil. Copa do Brasil,2016-07-21,GK,97,0,1.82,7,7,5,0,11,7,2,2,11,0,11
