Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Borneo FC - Barito Putera 2:1,Indonesia. Liga 1,2023-07-21,GK,97,1,0.49,3,2,2,2,7,5,7,6,9,0,9
Persis Solo - Borneo FC 2:1,Indonesia. Liga 1,2023-07-15,GK,98,2,1.73,3,1,0,0,4,3,8,8,7,5,2
Borneo FC - Bali United 3:1,Indonesia. Liga 1,2023-07-08,GK,99,1,0.09,1,0,0,4,5,5,7,6,8,1,7
Persik Kediri - Borneo FC 1:1,Indonesia. Liga 1,2023-07-03,GK,97,1,1.26,3,2,0,2,1,1,16,15,9,3,6
Bhayangkara F.C. - Bali United 3:1,Indonesia. Liga 1,2023-03-11,GK,95,3,2.17,7,4,3,2,0,0,4,4,9,3,6
Bali United - Persita 1:1,Indonesia. Liga 1,2023-03-07,GK,91,1,0.26,6,5,2,3,4,3,6,6,4,3,1
Persik Kediri - Bali United 1:1,Indonesia. Liga 1,2023-02-14,GK,98,1,0.62,3,2,1,2,2,1,8,8,11,8,3
Bali United - Persib 1:1,Indonesia. Liga 1,2023-02-10,GK,98,1,0.32,3,2,1,3,5,3,6,6,8,4,4
Bali United - Barito Putera 1:2,Indonesia. Liga 1,2023-02-05,GK,98,2,0.45,4,2,0,0,1,1,10,10,5,5,0
Rans Nusantara - Bali United 4:4,Indonesia. Liga 1,2023-01-25,GK,98,4,1.96,5,1,1,3,3,2,6,6,9,8,1
Bali United - PSM 2:2,Indonesia. Liga 1,2023-01-20,GK,99,2,1.71,8,6,1,4,3,1,11,11,8,6,2
Vietnam - Indonesia 2:0,Asia. ASEAN Championship,2023-01-09,GK,98,2,1.46,5,3,3,1,5,3,13,13,5,2,3
Indonesia - Vietnam 0:0,Asia. ASEAN Championship,2023-01-06,GK,97,0,0.01,1,1,0,1,0,0,10,10,7,7,0
Philippines - Indonesia 1:2,Asia. ASEAN Championship,2023-01-02,GK,23,0,0.67,1,1,0,1,0,0,1,1,3,2,1
Indonesia - Thailand 1:1,Asia. ASEAN Championship,2022-12-29,GK,95,1,0.54,2,1,1,2,2,2,10,9,9,5,4
Brunei - Indonesia 0:7,Asia. ASEAN Championship,2022-12-26,GK,97,0,0.29,5,5,2,1,0,0,8,7,7,7,0
Indonesia - Cambodia 2:1,Asia. ASEAN Championship,2022-12-23,GK,98,1,0.43,2,1,1,2,3,2,6,6,6,2,4
Bali United - Persikabo 1973 1:2,Indonesia. Liga 1,2022-09-30,GK,96,2,1.5,7,5,2,1,1,1,11,11,7,5,2
Indonesia - Curaçao 3:2,World. Friendlies,2022-09-24,GK,95,2,1.82,3,1,1,2,3,2,10,10,10,7,3
Persis Solo - Bali United 2:0,Indonesia. Liga 1,2022-09-15,GK,96,2,2.22,5,3,3,1,0,0,11,11,13,11,2
Bali United - Dewa United 6:0,Indonesia. Liga 1,2022-09-10,GK,94,0,0.35,4,4,1,1,0,0,10,10,5,4,1
Persebaya Surabaya - Bali United 0:1,Indonesia. Liga 1,2022-09-02,GK,97,0,0.22,2,2,2,0,2,2,3,3,11,5,6
Persib - Bali United 2:3,Indonesia. Liga 1,2022-08-23,GK,53,0,0.47,1,1,1,1,0,0,4,4,6,2,4
Barito Putera - Bali United 1:2,Indonesia. Liga 1,2022-08-18,GK,95,1,0.72,4,3,1,0,2,0,7,6,4,0,4
Bali United - Arema 1:2,Indonesia. Liga 1,2022-08-13,GK,97,2,0.93,6,4,1,2,1,0,9,9,8,6,2
Bali United - Rans Nusantara 3:2,Indonesia. Liga 1,2022-08-04,GK,97,2,2.24,7,5,4,2,1,1,9,9,8,4,4
PSM - Bali United 2:0,Indonesia. Liga 1,2022-07-29,GK,98,2,1.51,4,2,0,1,1,1,10,10,14,10,4
Bali United - Persija 1:0,Indonesia. Liga 1,2022-07-23,GK,99,0,0.42,4,4,2,1,4,3,6,6,8,5,3
Visakha - Bali United 5:2,Asia. AFC Champions League Two,2022-06-27,GK,95,5,3.12,11,6,2,2,0,0,6,6,8,4,4
Bali United - Kedah 2:0,Asia. AFC Champions League Two,2022-06-24,GK,96,0,0.33,3,3,0,3,1,0,12,11,6,6,0
Indonesia - Nepal 7:0,Asia. AFC Asian Cup Qualification,2022-06-14,GK,93,0,0.13,1,1,0,1,0,0,11,11,5,3,2
Indonesia - Jordan 0:1,Asia. AFC Asian Cup Qualification,2022-06-11,GK,96,1,3.27,8,7,6,2,3,2,9,9,19,18,1
Kuwait - Indonesia 1:2,Asia. AFC Asian Cup Qualification,2022-06-08,GK,99,1,0.86,7,6,1,3,1,1,8,8,15,15,0
Indonesia - Bangladesh 0:0,World. Friendlies,2022-06-01,GK,97,0,0.06,2,2,1,0,0,0,14,14,5,4,1
Bali United - Persebaya Surabaya 0:3,Indonesia. Liga 1,2022-03-25,GK,97,3,1.92,6,3,0,0,1,0,7,7,1,0,1
Madura United - Bali United 0:2,Indonesia. Liga 1,2022-03-21,GK,95,0,0.94,2,2,2,6,0,0,9,9,8,5,3
Bali United - Arema 2:1,Indonesia. Liga 1,2022-03-15,GK,98,1,1.84,4,3,2,4,3,2,8,8,10,4,6
Persiraja Banda Aceh - Bali United 0:1,Indonesia. Liga 1,2022-03-11,GK,95,0,0.28,1,1,1,3,1,1,4,4,6,2,4
Bali United - Persija 2:1,Indonesia. Liga 1,2022-03-06,GK,98,1,0.98,6,5,2,1,3,1,4,4,11,6,5
Persela - Bali United 1:2,Indonesia. Liga 1,2022-03-01,GK,95,1,1.76,6,5,2,1,1,1,5,5,2,1,1
Bali United - Persipura 4:1,Indonesia. Liga 1,2022-02-24,GK,96,1,2.97,9,8,4,2,1,0,10,8,10,6,4
PSIS Semarang - Bali United 0:1,Indonesia. Liga 1,2022-02-20,GK,96,0,0.06,2,2,0,1,2,2,5,5,5,4,1
Bali United - PSS Sleman 1:0,Indonesia. Liga 1,2022-02-16,GK,98,0,0.0,0,0,0,2,5,3,4,4,5,2,3
Bhayangkara F.C. - Bali United 0:3,Indonesia. Liga 1,2022-02-12,GK,98,0,0.64,4,4,2,4,6,4,12,12,11,1,10
Indonesia - Timor-Leste 3:0,World. Friendlies,2022-01-30,GK,75,0,0.3,1,1,0,1,3,2,3,3,3,2,1
Thailand - Indonesia 2:2,Asia. ASEAN Championship,2022-01-01,GK,97,2,1.79,5,3,2,3,3,2,10,10,7,3,4
Indonesia - Thailand 0:4,Asia. ASEAN Championship,2021-12-29,GK,95,4,1.86,9,5,4,0,2,1,9,5,13,6,7
Indonesia - Singapore 4:2 (E),Asia. ASEAN Championship,2021-12-25,GK,131,2,2.79,8,6,3,1,1,1,14,13,9,6,3
Singapore - Indonesia 1:1,Asia. ASEAN Championship,2021-12-22,GK,96,1,0.93,3,2,0,2,3,2,8,8,6,3,3
Malaysia - Indonesia 1:4,Asia. ASEAN Championship,2021-12-19,GK,96,1,0.51,3,2,1,2,1,0,8,7,5,1,4
Indonesia - Vietnam 0:0,Asia. ASEAN Championship,2021-12-15,GK,98,0,0.01,1,1,0,3,1,1,10,10,13,11,2
Arema - Bali United 0:0,Indonesia. Liga 1,2021-12-05,GK,95,0,0.0,0,0,0,1,2,0,6,6,7,2,5
Persija - Bali United 0:1,Indonesia. Liga 1,2021-11-25,GK,96,0,0.87,3,3,2,3,5,4,14,13,9,3,6
Bali United - Persela 2:1,Indonesia. Liga 1,2021-11-19,GK,97,1,1.0,4,3,1,6,1,1,12,11,9,5,4
Persipura - Bali United 0:1,Indonesia. Liga 1,2021-11-05,GK,102,0,0.75,3,3,2,4,0,0,8,8,3,2,1
Bali United - PSIS Semarang 0:0,Indonesia. Liga 1,2021-10-31,GK,95,0,0.32,1,1,0,3,0,0,10,9,4,2,2
PSS Sleman - Bali United 0:2,Indonesia. Liga 1,2021-10-27,GK,96,0,0.02,1,1,0,1,0,0,17,17,9,6,3
Bali United - Bhayangkara F.C. 1:2,Indonesia. Liga 1,2021-10-23,GK,96,2,1.38,5,3,2,1,0,0,11,9,5,4,1
Vietnam - Indonesia 4:0,Asia. AFC World Cup Qualifiers,2021-06-07,GK,97,4,2.58,7,3,1,2,2,1,5,5,10,3,7
Thailand - Indonesia 2:2,Asia. AFC World Cup Qualifiers,2021-06-03,GK,99,2,1.77,4,2,0,5,5,3,5,5,12,9,3
Ceres - Bali United 4:0,Asia. AFC Champions League Two,2020-03-11,GK,96,4,4.21,8,4,3,5,6,3,7,6,4,2,2
Svay Rieng - Bali United 2:1,Asia. AFC Champions League Two,2020-02-25,GK,95,2,0.5,3,1,1,1,3,2,7,7,4,4,0
Bali United - Than Quang Ninh 4:1,Asia. AFC Champions League Two,2020-02-11,GK,96,1,0.13,3,2,1,3,1,0,11,11,5,5,0
Indonesia U22 - China PR U22 0:2,World. U22 National Team Friendlies,2019-10-11,GK,96,2,0.51,7,5,2,2,4,1,11,11,13,4,9
Bhayangkara Surabaya Utd - Pusamania Borneo 1:1,Indonesia. Liga 1,2019-09-22,GK,94,1,1.21,4,3,1,4,10,4,8,8,9,0,9
Pusamania Borneo - Madura United 2:1,Indonesia. Liga 1,2019-09-18,GK,109,1,0.6,4,3,1,0,2,2,7,7,5,2,3
