Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Samut Prakan City - Pattaya Dolphins 1:2,Thailand. Thai League 2,2024-04-27,CF,52,26,14,0,0,1,1,0.13,5,3,1,1,0,0,3,2,17,10,2,2,0,7,2,1,0,0,0
Pattaya Dolphins - Chanthaburi 3:1,Thailand. Thai League 2,2024-04-20,CF,52,30,10,2,0,4,3,1.02,5,2,1,0,0,0,1,0,18,5,1,1,1,4,0,1,1,51,0
Kasetsart - Pattaya Dolphins 1:2,Thailand. Thai League 2,2024-04-07,CF,97,62,25,0,0,3,1,0.11,19,10,0,0,0,0,4,3,34,14,3,2,0,13,1,4,4,0,0
Pattaya Dolphins - Chainat Hornbill 0:0,Thailand. Thai League 2,2024-03-30,CF,101,73,30,0,0,3,1,1.07,17,11,0,0,1,1,12,9,39,18,4,1,2,11,2,1,1,0,0
Chiangmai United - Pattaya Dolphins 2:0,Thailand. Thai League 2,2024-03-10,"CF, LWF",89,52,21,0,0,0,0,0.0,15,11,0,0,0,0,6,4,26,10,5,2,3,17,2,7,6,0,86
Pattaya Dolphins - Ayutthaya United 1:2,Thailand. Thai League 2,2024-03-02,"LCMF3, CF",41,33,17,0,0,3,0,0.15,8,7,0,0,0,0,4,2,21,10,0,0,2,4,2,3,2,0,0
Phrae United - Pattaya Dolphins 1:0,Thailand. Thai League 2,2024-02-24,"AMF, CF",35,14,6,0,0,0,0,0.0,5,2,1,1,0,0,3,3,8,4,0,0,0,6,2,3,0,80,0
Pattaya Dolphins - Nakhon Si United 0:0,Thailand. Thai League 2,2024-02-18,CF,50,27,9,0,0,1,0,0.02,6,5,0,0,0,0,3,2,13,3,2,0,2,5,2,1,1,34,0
Pattaya Dolphins - Customs Ladkrabang United 2:1,Thailand. Thai League 2,2024-02-07,CF,97,61,30,1,0,4,2,0.47,17,12,0,0,0,0,4,3,32,15,1,0,2,9,0,8,6,87,0
Pattaya Dolphins - Chiangmai 1:0,Thailand. Thai League 2,2024-01-28,CF,95,43,19,0,0,2,0,0.1,13,8,1,0,0,0,2,1,26,10,4,1,1,10,3,1,0,0,0
Pattaya Dolphins - Krabi 1:1,Thailand. Thai League 2,2024-01-20,"CF, LWF",35,20,11,0,0,4,1,1.04,6,4,3,2,0,0,4,2,10,6,0,0,0,4,0,2,1,0,0
Rayong - Pattaya Dolphins 0:1,Thailand. Thai League 2,2024-01-13,CF,100,60,32,1,0,3,2,0.29,16,14,0,0,0,0,9,5,32,14,4,2,1,13,0,2,1,49,0
Pattaya Dolphins - Lampang 0:0,Thailand. Thai League 2,2024-01-07,CF,97,72,40,0,0,2,0,0.21,30,22,0,0,2,2,10,8,36,18,7,3,0,15,1,3,3,0,0
Chanthaburi - Pattaya Dolphins 1:0,Thailand. Thai League 2,2023-12-23,CF,96,50,14,0,0,1,0,0.15,10,8,2,2,1,1,5,2,29,6,3,0,3,12,2,2,1,0,0
Pattaya Dolphins - Kasetsart 3:0,Thailand. Thai League 2,2023-12-17,CF,99,61,22,1,0,1,1,0.76,18,13,1,0,0,0,4,1,31,8,5,1,2,14,3,5,4,73,0
Chainat Hornbill - Pattaya Dolphins 1:4,Thailand. Thai League 2,2023-12-10,CF,89,44,22,2,0,2,2,0.89,9,7,0,0,0,0,6,5,30,12,4,2,0,11,2,2,1,80,0
Pattaya Dolphins - Nong Bua Pitchaya FC 1:1,Thailand. Thai League 2,2023-12-03,CF,98,49,19,0,0,3,0,0.31,14,7,1,0,0,0,6,3,28,12,2,1,1,11,1,4,4,0,0
Pattaya Dolphins - Suphanburi 2:0,Thailand. Thai League 2,2023-11-25,CF,86,48,19,1,0,1,1,0.58,12,10,0,0,0,0,2,0,27,8,4,1,3,12,3,8,5,0,0
