Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Persija - PSM 4:2,Indonesia. Liga 1,2023-01-25,GK,96,4,1.98,6,2,0,1,4,4,11,9,3,1,2
Bali United - PSM 2:2,Indonesia. Liga 1,2023-01-20,GK,99,2,1.76,5,3,2,1,1,0,3,3,8,3,5
PSM - PSS Sleman 4:0,Indonesia. Liga 1,2023-01-14,GK,96,0,0.75,2,2,1,1,3,2,1,1,6,0,6
Barito Putera - PSM 1:1,Indonesia. Liga 1,2023-01-10,GK,98,1,2.43,4,3,3,8,5,5,4,4,6,0,6
Borneo FC - PSM 1:1,Indonesia. Liga 1,2022-12-23,GK,98,1,0.12,3,2,1,3,6,6,6,5,10,1,9
PSM - PSIS Semarang 2:0,Indonesia. Liga 1,2022-12-19,GK,100,0,0.16,5,5,1,2,5,3,7,7,5,0,5
PSM - Madura United 0:1,Indonesia. Liga 1,2022-12-15,GK,97,1,1.1,6,5,2,1,3,1,6,6,6,1,5
Bhayangkara F.C. - PSM 0:0,Indonesia. Liga 1,2022-12-12,GK,95,0,0.54,6,6,5,3,9,5,7,6,8,1,7
PSM - Persita 3:1,Indonesia. Liga 1,2022-12-08,GK,98,1,0.98,7,6,3,3,8,5,3,3,6,0,6
PSM - Persikabo 1973 2:0,Indonesia. Liga 1,2022-12-05,GK,97,0,0.66,3,3,2,1,7,6,8,8,6,1,5
Persis Solo - PSM 1:1,Indonesia. Liga 1,2022-09-29,GK,98,1,1.14,3,2,0,1,6,5,5,5,5,1,4
Dewa United - PSM 1:1,Indonesia. Liga 1,2022-09-15,GK,97,1,0.35,4,3,1,0,4,4,2,1,6,0,6
PSM - Persebaya Surabaya 3:0,Indonesia. Liga 1,2022-09-10,GK,98,0,0.0,1,1,0,4,8,6,4,3,4,0,4
Persik Kediri - PSM 0:0,Indonesia. Liga 1,2022-09-02,GK,94,0,0.03,2,2,1,2,12,7,7,6,9,3,6
PSM - Persib 5:1,Indonesia. Liga 1,2022-08-29,GK,96,1,0.18,1,0,0,0,9,5,3,2,10,1,9
Kuala Lumpur City - PSM 5:2,Asia. AFC Champions League Two,2022-08-24,GK,97,5,3.49,6,1,0,2,3,3,2,2,9,0,9
PSM - Arema 1:0,Indonesia. Liga 1,2022-08-20,GK,98,0,0.0,0,0,0,2,7,6,2,2,5,0,5
Rans Nusantara - PSM 1:2,Indonesia. Liga 1,2022-08-15,GK,100,1,0.3,1,0,0,1,5,4,0,0,10,1,9
PSM - Kedah 2:1,Asia. AFC Champions League Two,2022-08-09,GK,101,1,0.59,5,4,2,1,8,6,3,3,9,0,9
PSM - Persija 1:1,Indonesia. Liga 1,2022-08-05,GK,97,1,0.57,3,2,2,3,6,3,5,5,7,3,4
PSM - Bali United 2:0,Indonesia. Liga 1,2022-07-29,GK,98,0,0.34,2,2,1,1,3,2,2,2,4,0,4
PSS Sleman - PSM 1:2,Indonesia. Liga 1,2022-07-23,GK,96,1,1.53,6,5,3,1,8,5,6,5,16,4,12
Borneo FC - PSM 2:1,Indonesia. Piala Presiden,2022-07-03,GK,103,2,0.94,5,3,1,3,6,3,7,7,9,2,7
Tampines Rovers - PSM 1:3,Asia. AFC Champions League Two,2022-06-27,GK,97,1,0.72,2,1,0,0,3,3,9,9,3,2,1
PSM - Kuala Lumpur City 0:0,Asia. AFC Champions League Two,2022-06-24,GK,96,0,0.72,4,4,2,1,6,3,7,7,13,0,13
PSM - Persik Kediri 0:0,Indonesia. Piala Presiden,2022-06-19,GK,97,0,1.8,8,8,6,1,12,7,5,4,6,0,6
PSM - Persikabo 1973 0:1,Indonesia. Piala Presiden,2022-06-15,GK,101,1,0.99,3,2,2,0,2,1,10,10,5,4,1
Arema - PSM 0:1,Indonesia. Piala Presiden,2022-06-11,GK,105,0,0.46,5,5,2,4,14,9,1,1,8,0,8
PSM - Persija 0:3,Indonesia. Liga 1,2021-12-07,"LWF, RWF",70,0,0.0,0,0,0,0,0,0,15,13,0,0,0
Bhayangkara F.C. - PSM 2:0,Indonesia. Liga 1,2021-11-06,RWB,28,0,0.0,0,0,0,0,0,0,7,6,0,0,0
Semen Padang - PSM 2:1,Indonesia. Liga 1,2019-09-23,"LAMF, LW, RW",100,0,0.0,0,0,0,0,1,0,19,17,0,0,0
