Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Londrina - Foz do Iguaçu 1:0,Brazil. Paranaense 1,2019-03-17,GK,96,0,0.36,3,3,2,0,0,0,5,5,5,2,3
Londrina - Paraná (P) 1:1,Brazil. Copa do Brasil,2019-02-19,GK,96,1,0.78,4,3,1,1,7,4,11,9,1,1,0
Americano - Londrina 1:2,Brazil. Copa do Brasil,2019-02-07,GK,96,1,1.65,8,7,2,3,6,3,4,3,12,0,12
Coritiba - Londrina 0:0,Brazil. Paranaense 1,2019-02-02,GK,97,0,0.02,1,1,0,3,3,3,5,5,15,3,12
Guarani - Londrina 1:0,Brazil. Serie B,2018-11-24,GK,94,1,2.18,7,6,3,6,6,4,12,11,5,4,1
Londrina - São Bento 2:1,Brazil. Serie B,2018-10-14,GK,99,1,1.33,3,2,1,4,6,2,8,8,5,2,3
Londrina - Atlético GO 4:1,Brazil. Serie B,2018-09-01,GK,97,1,0.99,3,2,1,0,1,0,5,4,7,3,4
Fortaleza - Londrina 2:1,Brazil. Serie B,2018-08-26,GK,27,2,1.91,5,3,1,0,0,0,3,3,4,2,2
Paraná - Londrina 1:1 (P),Brazil. Paranaense 1,2018-03-25,GK,96,1,1.74,7,6,3,1,4,2,9,9,20,3,17
Londrina - Rio Branco PR 4:1,Brazil. Paranaense 1,2018-03-22,GK,84,1,0.89,5,4,0,0,3,2,13,13,6,3,3
Londrina - Coritiba 0:3,Brazil. Paranaense 1,2018-02-10,GK,40,2,1.22,2,0,0,0,1,0,1,1,1,1,0
Londrina - Paraná 2:1,Brazil. Primeira Liga,2017-02-21,GK,99,1,1.54,5,4,3,1,1,1,5,5,11,2,9
Avaí - Londrina 0:1,Brazil. Primeira Liga,2017-01-31,GK,98,0,0.11,1,1,0,3,2,0,10,10,7,4,3
Figueirense - Londrina 0:1,Brazil. Primeira Liga,2017-01-25,GK,95,0,0.0,0,0,0,0,6,5,3,3,9,2,7
Bragantino - Londrina 0:1,Brazil. Serie B,2016-11-26,GK,95,0,0.04,3,3,1,2,1,0,12,12,15,4,11
CRB - Londrina 0:1,Brazil. Serie B,2016-08-20,GK,42,0,0.02,1,1,1,1,3,2,2,1,4,0,4
