Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Sabail - Qabala 1:2,Azerbaijan. Premyer Liqa,30/9/2022,LCB,44,50,38,0,0,0,0,0,40,35,8,6,0,0,0,0,5,2,1,1,5,6,4,5,1,33,44
Sabail - Neftchi 0:2,Azerbaijan. Premyer Liqa,16/9/2022,"LCB, RCB",100,52,37,0,0,0,0,0,25,22,3,2,0,0,0,0,20,12,5,2,7,5,5,11,1,70,0
Sabail - Zira 1:2,Azerbaijan. Premyer Liqa,10/9/2022,RCB,97,50,36,0,0,1,0,0.25,30,27,8,5,0,0,0,0,10,6,4,3,1,5,1,6,0,0,0
Sabah - Sabail 0:0,Azerbaijan. Premyer Liqa,4/9/2022,RCB,101,56,22,0,0,1,0,0.49,16,5,5,0,0,0,0,0,19,14,7,4,13,13,9,15,0,92,0
Sabail - Kapaz 4:1,Azerbaijan. Premyer Liqa,27/8/2022,RCB,51,23,11,0,0,0,0,0,13,8,5,1,0,0,1,1,2,2,0,0,3,4,1,0,0,0,0
Shamakhi FK - Sabail 1:1,Azerbaijan. Premyer Liqa,19/8/2022,"CB, LCB",101,64,43,0,0,0,0,0,33,27,11,6,0,0,1,1,17,11,5,4,12,13,8,16,1,0,0
Sabail - Turan-T 0:1,Azerbaijan. Premyer Liqa,13/8/2022,RCB,100,103,76,0,0,0,0,0,73,59,14,5,0,0,2,2,20,16,8,8,6,15,7,20,2,0,0
Qarabag - Sabail 3:1,Azerbaijan. Premyer Liqa,6/8/2022,RCB,98,47,33,0,0,0,0,0,31,22,16,9,0,0,0,0,6,6,2,2,7,9,4,8,1,0,0
Leixões - Porto II 0:0,Portugal. Segunda Liga,16/4/2022,LCB3,98,84,55,0,0,1,1,0.07,52,41,13,8,0,0,0,0,22,13,12,9,9,13,6,11,1,9,0
Leixões - Penafiel 0:1,Portugal. Segunda Liga,1/4/2022,RCB,63,49,30,0,0,0,0,0,30,25,6,4,0,0,0,0,9,5,4,1,5,7,3,7,2,27,0
Benfica II - Leixões 2:3,Portugal. Segunda Liga,20/3/2022,RCB3,97,53,39,0,0,1,1,0.79,33,28,8,4,0,0,0,0,11,8,3,1,6,3,1,8,0,0,0
Leixões - Vilafranquense 1:1,Portugal. Segunda Liga,14/3/2022,RCB3,57,33,18,0,0,0,0,0,19,14,4,0,0,0,0,0,10,3,4,2,1,6,1,2,2,44,0
Feirense - Leixões 0:1,Portugal. Segunda Liga,6/3/2022,RCB3,97,57,23,0,0,1,0,0,15,9,6,3,0,0,0,0,22,10,6,2,10,8,5,11,3,0,0
Leixões - Estrela 3:0,Portugal. Segunda Liga,27/2/2022,RCB3,96,58,34,0,0,2,0,0.13,38,28,10,4,0,0,0,0,9,5,3,3,3,8,4,9,2,0,0
Rio Ave U23 - Leixões U23 2:1,Portugal. Liga Revelação Sub 23,7/2/2022,LCB,99,59,38,0,0,0,0,0,33,26,3,1,0,0,0,0,14,8,6,4,2,8,4,7,0,72,0
Leixões - Mafra 2:0,Portugal. Segunda Liga,2/2/2022,"LCB, LCB3",72,53,34,0,0,0,0,0,29,22,5,4,0,0,0,0,14,8,2,2,3,7,5,8,0,51,70
Académica - Leixões 1:0,Portugal. Segunda Liga,30/1/2022,"RCB, RCB3",89,56,39,0,0,2,1,0.28,32,23,9,5,0,0,0,0,16,13,8,7,3,10,2,9,1,0,0
Leixões - Chaves 1:1,Portugal. Segunda Liga,24/1/2022,RCB3,94,46,25,0,0,0,0,0,22,15,10,5,0,0,0,0,14,8,3,1,12,10,7,4,0,0,0
Farense - Leixões 0:1,Portugal. Segunda Liga,17/1/2022,RCB3,103,41,14,0,0,1,0,0.27,13,5,5,0,0,0,0,0,13,7,3,2,7,8,2,3,0,21,0
Casa Pia - Leixões 1:0,Portugal. Segunda Liga,9/1/2022,"CB, LCB, LCB3",103,71,54,0,0,0,0,0,49,46,6,4,0,0,0,0,15,8,6,5,6,3,3,11,1,31,0
Leixões - Sporting Covilhã 2:1,Portugal. Segunda Liga,11/12/2021,"CB, LCB",100,37,21,0,0,0,0,0,14,11,7,4,0,0,0,0,12,9,1,1,4,3,2,8,0,45,0
Tondela - Leixões 3:1,Portugal. Taça de Portugal,22/11/2021,LCB3,60,48,34,0,0,0,0,0,30,23,6,1,0,0,0,0,15,11,2,1,7,8,5,8,0,0,0
Penafiel - Leixões 1:1,Portugal. Segunda Liga,7/11/2021,LCB3,20,5,3,0,0,1,0,0.04,0,0,0,0,0,0,0,0,4,3,4,3,0,1,1,0,0,0,0
Leixões - Feirense 2:0,Portugal. Segunda Liga,10/10/2021,LCB3,20,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0
Leixões - Academico Viseu 1:4,Portugal. Segunda Liga,20/9/2021,RCB,97,94,84,0,0,0,0,0,74,72,6,5,0,0,0,0,11,8,4,3,3,4,3,7,0,0,0
Rio Ave - Leixões 2:1,Portugal. Segunda Liga,28/8/2021,RCB,95,60,40,0,0,0,0,0,37,34,5,2,0,0,0,0,14,5,8,2,4,10,2,6,0,46,93
