Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Persija - PSM 1:1,Indonesia. Liga 1,2023-07-03,GK,100,1,0.38,1,0,0,1,1,0,12,11,3,3,0
Persija - PSS Sleman 5:0,Indonesia. Liga 1,2023-04-15,GK,85,0,0.27,1,1,0,2,4,1,23,23,5,5,0
Dewa United - Persija 0:1,Indonesia. Liga 1,2023-04-10,GK,99,0,1.14,3,3,1,3,4,1,8,8,5,2,3
Persebaya Surabaya - Persija 0:1,Indonesia. Liga 1,2023-04-05,GK,97,0,0.34,2,2,2,2,12,6,6,6,8,3,5
Persija - Persib 2:0,Indonesia. Liga 1,2023-03-31,GK,103,0,0.34,1,1,0,2,14,8,5,4,9,1,8
Persita - Persija 1:0,Indonesia. Liga 1,2023-03-28,GK,98,1,1.43,3,2,2,5,14,8,2,2,14,2,12
Persija - PSIS Semarang 1:0,Indonesia. Liga 1,2023-03-16,GK,99,0,0.12,2,2,2,3,15,10,10,10,8,4,4
Persik Kediri - Persija 2:0,Indonesia. Liga 1,2023-03-12,GK,96,2,3.29,7,5,3,0,1,1,10,10,6,4,2
Borneo FC - Persija 3:1,Indonesia. Liga 1,2023-03-08,GK,92,3,1.26,5,2,0,0,8,4,14,12,7,5,2
Madura United - Persija 0:0,Indonesia. Liga 1,2023-02-26,GK,98,0,0.41,1,1,1,1,7,4,9,9,12,6,6
Persija - Barito Putera 2:1,Indonesia. Liga 1,2023-02-22,GK,102,1,0.79,3,2,1,2,5,2,9,9,8,4,4
Bhayangkara F.C. - Persija 2:1,Indonesia. Liga 1,2023-02-16,GK,100,2,1.74,5,3,0,2,7,5,16,16,8,5,3
Persija - Arema 2:0,Indonesia. Liga 1,2023-02-12,GK,97,0,0.41,1,1,0,2,8,6,8,7,4,2,2
Persija - Rans Nusantara 3:1,Indonesia. Liga 1,2023-02-03,GK,95,1,0.6,3,2,1,0,5,4,15,15,5,3,2
Persija - Persikabo 1973 1:0,Indonesia. Liga 1,2023-01-29,GK,96,0,0.42,2,2,2,2,5,4,11,11,8,0,8
