Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Laos - Indonesia 1:5,Asia. ASEAN Championship,2021-12-12,GK,95,1,0.51,2,1,0,0,0,0,4,3,2,0,2
Persib - Persebaya Surabaya 0:3,Indonesia. Liga 1,2021-12-08,GK,96,0,2.01,7,7,3,4,6,4,12,11,14,1,13
Persebaya Surabaya - Persita 4:0,Indonesia. Liga 1,2021-11-24,GK,27,0,0.0,0,0,0,1,1,0,1,1,5,1,4
Persebaya Surabaya - Madura United 1:0,Indonesia. Liga 1,2021-11-20,GK,95,0,0.57,5,5,3,3,3,2,10,10,12,8,4
Arema - Persebaya Surabaya 2:2,Indonesia. Liga 1,2021-11-06,GK,49,0,0.0,0,0,0,2,0,0,6,6,1,0,1
Australia U23 - Indonesia U23 1:0,Asia. AFC U23 Asian Cup Qualification,2021-10-29,GK,95,1,0.89,6,5,3,4,7,3,12,12,10,9,1
Indonesia U23 - Australia U23 2:3,Asia. AFC U23 Asian Cup Qualification,2021-10-26,GK,98,3,3.01,8,5,5,2,3,2,7,7,12,8,4
PSS Sleman - Persebaya Surabaya 1:3,Indonesia. Liga 1,2021-09-29,GK,96,1,0.85,4,3,1,3,5,2,10,9,8,0,8
Persebaya Surabaya - Bhayangkara F.C. 0:1,Indonesia. Liga 1,2021-09-24,GK,96,1,0.52,2,1,0,2,4,1,9,9,10,2,7
PSM - Persebaya Surabaya 3:1,Indonesia. Liga 1,2021-09-18,GK,100,3,2.27,6,3,1,1,2,0,7,7,9,3,6
Persebaya Surabaya - Persikabo 1973 3:1,Indonesia. Liga 1,2021-09-11,GK,94,1,1.42,4,3,1,1,3,1,6,5,13,2,11
Borneo FC - Persebaya Surabaya 3:1,Indonesia. Liga 1,2021-09-04,GK,97,3,2.69,7,4,1,1,1,1,10,10,4,2,2
Persib - Persebaya Surabaya 3:2,Indonesia. Menpora Cup,2021-04-11,GK,51,0,0.06,1,1,1,0,2,2,4,4,4,3,1
PSS Sleman - Persebaya Surabaya 1:0,Indonesia. Menpora Cup,2021-04-07,GK,96,1,1.22,3,2,1,1,4,1,10,9,7,4,3
