Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Chapecoense - Londrina 3:0,Brazil. Serie B,23/4/2023,CF,102,55,18,0,0,3,2,0.59,10,8,0,0,0,0,0,0,29,8,13,3,2,19,1,5,3,3,0
Mirassol - Chapecoense 1:0,Brazil. Serie B,15/4/2023,CF,103,46,15,0,0,1,0,0.06,7,6,1,1,0,0,2,0,27,8,11,5,0,9,3,3,1,0,0
Chapecoense - Barra 1:2,Brazil. Catarinense 1,24/3/2023,CF,99,42,11,1,0,7,3,0.33,5,3,0,0,0,0,2,1,21,5,12,4,1,12,1,0,0,81,0
Chapecoense - Brusque 0:0,Brazil. Catarinense 1,4/3/2023,CF,46,28,8,0,0,2,0,0.29,5,2,0,0,0,0,0,0,12,6,6,1,0,6,2,2,1,0,0
Chapecoense - Atlético Catarinense 3:1,Brazil. Catarinense 1,26/2/2023,CF,75,21,10,1,0,3,2,0.49,5,4,0,0,0,0,1,0,9,4,5,3,1,2,1,1,0,0,0
Marcílio Dias - Chapecoense 1:0,Brazil. Copa do Brasil,21/2/2023,CF,17,9,3,0,0,0,0,0,2,1,1,1,1,0,1,0,4,2,1,1,0,3,0,0,0,0,0
Joinville - Chapecoense 1:1,Brazil. Catarinense 1,18/2/2023,CF,69,38,18,0,0,1,1,0.08,9,8,0,0,0,0,2,1,25,9,7,3,1,7,2,0,0,0,0
Chapecoense - Marcílio Dias 3:0,Brazil. Catarinense 1,12/2/2023,CF,62,35,10,0,0,1,0,0.03,8,6,1,0,0,0,2,1,13,3,2,1,2,4,0,2,1,0,0
Chapecoense - Camboriú 3:1,Brazil. Catarinense 1,9/2/2023,CF,23,17,3,0,0,0,0,0,4,2,0,0,1,1,1,0,8,1,3,0,0,2,0,0,0,93,0
Concórdia - Chapecoense 2:2,Brazil. Catarinense 1,4/2/2023,CF,22,7,2,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Chapecoense - Criciúma 1:1,Brazil. Catarinense 1,22/1/2023,CF,23,11,4,0,0,0,0,0,3,2,0,0,0,0,1,0,7,2,2,1,0,3,1,1,1,0,0
Hercílio Luz - Chapecoense 1:0,Brazil. Catarinense 1,18/1/2023,CF,37,5,2,0,0,1,0,0.02,1,1,0,0,0,0,0,0,3,1,3,1,0,3,0,0,0,0,0
Chapecoense - Avaí 2:0,Brazil. Catarinense 1,14/1/2023,CF,22,11,3,1,0,1,1,0.74,4,1,0,0,0,0,0,0,5,1,1,0,0,4,0,0,0,0,0
Ponte Preta - Criciúma 1:1,Brazil. Serie B,29/10/2022,LAMF,16,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,5,2,0,6,1,0,0,0,0
Ponte Preta - CSA 0:2,Brazil. Serie B,21/10/2022,CF,74,36,9,0,0,4,1,0.49,6,5,0,0,1,0,2,1,13,3,8,2,1,7,1,0,0,0,0
Tombense - Ponte Preta 0:0,Brazil. Serie B,15/10/2022,CF,73,36,10,0,0,0,0,0,8,5,0,0,0,0,1,0,12,5,4,1,0,4,1,0,0,0,0
Ponte Preta - Vila Nova 1:1,Brazil. Serie B,9/10/2022,CF,13,14,5,0,0,1,0,0.02,3,3,0,0,0,0,1,0,6,2,2,0,0,2,0,0,0,0,0
Sampaio Corrêa - Ponte Preta 2:1,Brazil. Serie B,4/10/2022,"CF, LAMF",76,36,16,0,0,1,0,0.07,10,7,0,0,1,0,2,2,18,9,5,4,1,5,0,1,1,9,0
Ponte Preta - Cruzeiro 1:4,Brazil. Serie B,29/9/2022,CF,24,15,4,0,0,2,0,0.17,4,3,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0
Londrina - Ponte Preta 0:2,Brazil. Serie B,24/9/2022,CF,12,13,7,1,0,1,1,0.02,3,3,1,1,0,0,0,0,6,2,1,1,0,3,0,0,0,96,0
Ponte Preta - Ituano 1:1,Brazil. Serie B,14/9/2022,CF,33,18,5,0,0,2,0,0.18,3,3,1,1,0,0,1,0,7,2,5,1,2,1,0,1,0,0,0
Ponte Preta - Sport Recife 1:0,Brazil. Serie B,8/9/2022,CF,15,11,6,0,0,0,0,0,2,2,0,0,0,0,0,0,7,3,3,1,0,2,1,0,0,0,0
Ponte Preta - Ituano 2:2,Brazil. Paulista A1,19/3/2022,CF,55,26,9,2,0,2,2,1.3,7,4,0,0,1,0,0,0,11,3,2,0,1,6,0,0,0,0,0
Corinthians - Ponte Preta 5:0,Brazil. Paulista A1,12/3/2022,CF,80,32,14,0,0,2,0,0.25,7,4,0,0,0,0,4,3,16,9,6,4,0,8,1,0,0,0,0
Ponte Preta - Água Santa 0:1,Brazil. Paulista A1,6/3/2022,CF,100,36,16,0,0,2,1,0.17,7,7,0,0,0,0,6,3,19,7,5,2,1,6,1,1,1,0,0
Mirassol - Ponte Preta 1:1,Brazil. Paulista A1,26/2/2022,CF,99,38,17,0,0,1,1,0.08,14,11,1,0,0,0,1,1,19,5,8,1,1,8,1,2,1,0,0
Cascavel - Ponte Preta 1:0,Brazil. Copa do Brasil,23/2/2022,CF,33,16,8,0,0,1,1,0.21,5,5,0,0,0,0,0,0,6,2,2,0,0,2,0,1,1,0,0
Guarani - Ponte Preta 3:0,Brazil. Paulista A1,20/2/2022,CF,49,20,5,0,0,1,0,0.17,3,2,0,0,0,0,1,0,10,3,3,2,1,5,1,1,0,0,0
Ponte Preta - Botafogo SP 0:1,Brazil. Paulista A1,16/2/2022,CF,31,10,2,0,0,2,1,0.82,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0
Ponte Preta - São Paulo 1:2,Brazil. Paulista A1,13/2/2022,CF,35,24,12,0,0,1,1,0.02,5,4,0,0,0,0,3,1,15,6,5,3,0,4,1,2,1,0,0
Ferroviária - Ponte Preta 1:2,Brazil. Paulista A1,10/2/2022,CF,28,17,7,1,0,1,1,0.49,0,0,0,0,0,0,1,0,14,6,4,2,0,5,1,1,0,0,0
América Mineiro - Atlético GO 0:0,Brazil. Serie A,17/11/2021,CF,49,14,4,0,0,1,0,0.12,4,3,0,0,0,0,1,0,4,1,1,1,0,1,0,0,0,0,0
Atlético Mineiro - América Mineiro 1:0,Brazil. Serie A,7/11/2021,CF,24,10,3,0,0,1,0,0,0,0,0,0,0,0,1,1,8,3,2,1,0,1,0,0,0,0,0
Internacional - América Mineiro 3:1,Brazil. Serie A,14/10/2021,CF,30,19,6,0,0,0,0,0,5,4,0,0,1,1,1,0,10,2,3,0,0,2,0,0,0,69,0
Juventude - América Mineiro 1:1,Brazil. Serie A,10/10/2021,CF,75,50,16,0,0,1,0,0.09,12,8,0,0,0,0,3,1,25,8,11,2,0,11,3,1,1,0,0
América Mineiro - Palmeiras 2:1,Brazil. Serie A,7/10/2021,CF,51,14,6,0,0,2,0,0.21,2,2,0,0,0,0,0,0,6,4,2,1,0,2,0,0,0,0,0
Cuiabá - América Mineiro 0:2,Brazil. Serie A,2/10/2021,CF,35,18,9,0,0,0,0,0,7,6,0,0,0,0,0,0,7,3,2,1,1,2,0,1,1,0,0
América Mineiro - Flamengo 1:1,Brazil. Serie A,26/9/2021,CF,18,16,12,0,0,0,0,0,7,7,1,1,1,1,3,1,6,4,0,0,0,2,1,2,1,0,0
São Paulo - América Mineiro 0:0,Brazil. Serie A,23/9/2021,CF,65,37,12,0,0,1,1,0.13,10,7,0,0,2,0,3,1,17,4,7,1,1,6,1,2,1,0,0
Corinthians - América Mineiro 1:1,Brazil. Serie A,19/9/2021,CF,47,19,5,0,0,2,1,0.5,4,3,0,0,0,0,0,0,7,1,2,1,1,3,0,2,2,0,0
América Mineiro - Athletico Paranaense 2:0,Brazil. Serie A,11/9/2021,CF,67,30,13,0,0,1,0,0.34,10,8,1,1,1,0,1,0,10,3,4,1,1,8,2,1,1,0,0
América Mineiro - Ceará 2:0,Brazil. Serie A,29/8/2021,CF,78,47,17,0,0,3,1,0.84,15,11,0,0,1,1,3,0,23,4,5,1,0,7,3,1,0,0,0
América Mineiro - Atlético Mineiro 0:1,Brazil. Serie A,11/7/2021,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,2,1,4,1,0,0,0,1,0,0,0,0,0
Fortaleza - América Mineiro 4:0,Brazil. Serie A,7/7/2021,CF,71,43,20,0,0,2,2,0.18,11,7,0,0,3,1,6,4,25,9,7,4,0,11,2,1,1,0,0
América Mineiro - Santos 2:0,Brazil. Serie A,4/7/2021,CF,91,40,16,0,0,3,1,0.2,10,7,0,0,1,0,8,3,24,8,5,3,0,8,4,0,0,72,0
Bahia - América Mineiro 3:4,Brazil. Serie A,1/7/2021,CF,96,49,23,1,0,2,1,0.91,16,10,1,1,1,0,3,2,25,12,16,7,2,17,3,2,2,0,0
América Mineiro - Internacional 1:1,Brazil. Serie A,28/6/2021,CF,109,53,22,1,0,2,2,0.56,12,8,0,0,2,0,6,3,26,12,9,5,0,12,0,0,0,0,0
América Mineiro - Juventude 1:1,Brazil. Serie A,24/6/2021,CF,99,58,25,0,0,4,0,0.36,14,10,1,1,0,0,0,0,26,13,9,7,1,12,0,3,3,0,0
América Mineiro - Cuiabá 0:0,Brazil. Serie A,17/6/2021,CF,36,26,10,0,0,4,2,0.45,6,4,0,0,0,0,3,1,11,3,2,1,1,6,1,1,1,0,0
Flamengo - América Mineiro 2:0,Brazil. Serie A,13/6/2021,CF,48,28,5,0,0,2,0,0.11,4,3,0,0,0,0,2,1,10,1,0,0,2,4,1,0,0,0,0
Criciúma - América Mineiro (P) 2:2,Brazil. Copa do Brasil,10/6/2021,CF,84,43,18,0,0,1,0,0.18,15,13,1,0,1,1,1,1,21,5,6,1,0,12,3,3,3,0,0
América Mineiro - Corinthians 0:1,Brazil. Serie A,6/6/2021,CF,34,19,6,0,0,2,2,0.17,2,2,0,0,0,0,1,0,9,2,5,2,1,7,1,1,1,93,0
América Mineiro - Criciúma 0:0,Brazil. Copa do Brasil,3/6/2021,CF,27,10,5,0,0,1,1,0.09,3,2,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0
Atlético Mineiro - América Mineiro 0:0,Brazil. Mineiro 1,22/5/2021,CF,27,15,3,0,0,1,0,0.21,2,0,0,0,0,0,1,1,8,2,2,0,0,5,0,0,0,0,0
América Mineiro - Atlético Mineiro 0:0,Brazil. Mineiro 1,16/5/2021,CF,34,14,4,0,0,0,0,0,5,2,0,0,0,0,1,0,6,1,4,1,1,7,0,0,0,0,0
América Mineiro - Cruzeiro 3:1,Brazil. Mineiro 1,9/5/2021,CF,36,21,9,0,0,2,0,0.14,5,5,0,0,0,0,2,1,10,5,1,1,0,4,3,0,0,0,0
Cruzeiro - América Mineiro 1:2,Brazil. Mineiro 1,2/5/2021,CF,32,18,12,0,0,0,0,0,7,7,0,0,0,0,3,1,10,4,1,0,1,5,1,1,1,0,0
URT - América Mineiro 0:5,Brazil. Mineiro 1,25/4/2021,CF,23,20,13,0,0,0,0,0,12,11,0,0,0,0,0,0,7,2,4,1,0,5,0,1,1,0,0
América Mineiro - Coimbra Sports 2:0,Brazil. Mineiro 1,17/4/2021,0,11,7,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0
América Mineiro - Ferroviário 1:1,Brazil. Copa do Brasil,15/4/2021,CF,29,24,14,0,0,0,0,0,11,10,0,0,0,0,1,1,11,3,1,0,0,4,1,1,1,0,0
Tombense - América Mineiro 2:1,Brazil. Mineiro 1,11/4/2021,CF,25,14,2,0,0,0,0,0,3,1,0,0,0,0,2,0,7,1,3,1,0,5,1,0,0,0,0
América Mineiro - Patrocinense 1:1,Brazil. Mineiro 1,8/4/2021,CF,17,7,3,1,0,1,1,0.36,2,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0
Atlético Mineiro - América Mineiro 3:1,Brazil. Mineiro 1,4/4/2021,CF,29,16,7,0,0,0,0,0,5,5,0,0,0,0,0,0,6,2,1,0,1,3,0,2,2,0,0
Uberlândia - América Mineiro 1:2,Brazil. Mineiro 1,1/4/2021,CF,31,23,13,0,0,0,0,0,12,10,0,0,0,0,1,0,8,3,1,0,0,6,0,1,1,0,0
Vasco da Gama - Fluminense 1:1,Brazil. Serie A,14/12/2020,AMF,17,8,4,0,0,0,0,0,3,3,0,0,0,0,0,0,4,1,0,0,0,2,1,1,1,0,0
Grêmio - Vasco da Gama 4:0,Brazil. Serie A,6/12/2020,CF,29,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,1,3,1,0,0,0,0
Vasco da Gama - Defensa y Justicia 0:1,South America. CONMEBOL Sudamericana,4/12/2020,CF,88,48,26,0,0,3,0,0.26,12,12,0,0,1,1,2,0,28,11,9,7,0,11,2,0,0,29,0
Vasco da Gama - Ceará 1:4,Brazil. Serie A,30/11/2020,CF,97,30,12,1,0,3,1,0.91,10,8,0,0,0,0,2,0,9,2,2,1,2,5,0,2,2,0,0
Vasco da Gama - Palmeiras 0:1,Brazil. Serie A,8/11/2020,AMF,15,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Caracas - Vasco da Gama 0:0,South America. CONMEBOL Sudamericana,5/11/2020,CF,15,15,10,0,0,1,1,0.07,4,3,0,0,0,0,3,2,7,4,1,1,0,1,0,0,0,0,0
Goiás - Vasco da Gama 1:1,Brazil. Serie A,2/11/2020,CF,103,54,19,0,0,2,0,0.27,12,7,2,0,0,0,2,0,33,12,13,8,1,18,5,0,0,0,0
Vasco da Gama - Caracas 1:0,South America. CONMEBOL Sudamericana,29/10/2020,CF,85,31,13,0,0,2,0,0.46,11,6,1,0,2,0,0,0,17,7,11,6,0,9,1,0,0,0,0
Vasco da Gama - Corinthians 1:2,Brazil. Serie A,22/10/2020,CF,83,44,20,1,0,3,2,1.45,15,12,0,0,1,0,1,0,18,6,6,3,1,12,0,4,3,0,0
Vasco da Gama - Red Bull Bragantino 1:1,Brazil. Serie A,27/9/2020,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Vasco da Gama - Botafogo 0:0,Brazil. Copa do Brasil,24/9/2020,RAMF,49,31,12,0,0,1,0,0.04,9,7,0,0,0,0,3,1,17,4,5,1,2,6,1,1,0,0,0
Coritiba - Vasco da Gama 1:0,Brazil. Serie A,20/9/2020,AMF,26,5,3,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0
Botafogo - Vasco da Gama 1:0,Brazil. Copa do Brasil,18/9/2020,CF,34,15,3,0,0,0,0,0,2,2,0,0,0,0,1,0,9,1,3,0,0,3,0,1,0,0,0
Botafogo - Vasco da Gama 2:3,Brazil. Serie A,14/9/2020,"RAMF, CF",62,33,17,1,0,3,2,0.42,10,7,0,0,1,0,1,0,15,7,6,3,0,5,2,1,1,0,0
Vasco da Gama - Atlético GO 1:2,Brazil. Serie A,11/9/2020,CF,33,16,8,0,0,0,0,0,6,5,0,0,1,0,1,1,5,3,2,1,2,4,0,1,1,0,0
Vasco da Gama - Athletico Paranaense 1:0,Brazil. Serie A,6/9/2020,CF,32,25,9,0,0,0,0,0,7,6,0,0,0,0,1,0,13,3,4,1,0,5,2,1,0,0,0
Santos - Vasco da Gama 2:2,Brazil. Serie A,3/9/2020,CF,34,22,7,0,0,0,0,0,5,2,0,0,2,0,3,2,11,5,3,2,1,6,1,2,0,0,0
Fluminense - Vasco da Gama 2:1,Brazil. Serie A,30/8/2020,CF,17,9,2,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,2,1,0,2,1,1,1,0,0
Vasco da Gama - Grêmio 0:0,Brazil. Serie A,23/8/2020,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,1,0,0,0,90,0
Ceará - Vasco da Gama 0:3,Brazil. Serie A,21/8/2020,0,2,1,1,1,0,1,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco da Gama - Fluminense 0:2,Brazil. Carioca 1,15/3/2020,"CF, RWF",104,50,24,0,0,2,0,0.18,19,16,2,1,1,1,2,2,19,8,10,3,1,12,5,2,1,0,0
Vasco da Gama - Goiás 0:1,Brazil. Copa do Brasil,13/3/2020,RWF,49,35,14,0,0,0,0,0,10,7,0,0,1,1,3,1,18,7,6,3,1,11,1,4,4,87,0
Volta Redonda - Vasco da Gama 0:0,Brazil. Carioca 1,8/3/2020,AMF,19,10,6,0,0,2,0,0.05,3,3,0,0,0,0,0,0,3,1,3,1,0,1,0,0,0,0,0
Resende - Vasco da Gama 1:1,Brazil. Carioca 1,29/2/2020,"CF, RWF",67,34,16,0,0,2,0,0.23,12,8,0,0,0,0,3,1,16,7,5,4,1,7,2,0,0,0,0
Oriente Petrolero - Vasco da Gama 0:0,South America. CONMEBOL Sudamericana,20/2/2020,RWF,16,13,9,0,0,1,1,0.02,5,4,0,0,1,1,1,1,6,3,2,1,0,3,0,0,0,0,0
Portuguesa RJ - Vasco da Gama 2:3,Brazil. Carioca 1,9/2/2020,RWF,9,4,2,0,0,0,0,0,1,1,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0
Botafogo - Vasco da Gama 1:0,Brazil. Carioca 1,2/2/2020,CF,65,25,14,0,0,1,0,0.01,11,10,0,0,0,0,2,2,8,4,4,2,0,9,1,1,1,0,0
Vasco da Gama - Cabofriense 0:1,Brazil. Carioca 1,31/1/2020,CF,36,12,7,0,0,0,0,0,5,5,0,0,0,0,0,0,6,2,4,1,0,4,0,1,1,0,0
Boavista - Vasco da Gama 0:1,Brazil. Carioca 1,25/1/2020,CF,12,7,2,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,2,1,0,2,0,0,0,0,0
Vasco da Gama - Chapecoense 1:1,Brazil. Serie A,8/12/2019,CF,59,33,12,0,0,1,0,0.26,10,7,0,0,0,0,0,0,11,5,2,0,0,10,1,3,3,0,0
Bahia - Vasco da Gama 1:1,Brazil. Serie A,5/12/2019,CF,51,23,10,0,0,0,0,0,5,5,0,0,0,0,2,2,13,5,6,3,0,6,1,1,1,0,0
Vasco da Gama - Cruzeiro 1:0,Brazil. Serie A,3/12/2019,CF,68,28,9,0,0,0,0,0,5,4,0,0,0,0,1,1,16,5,7,3,0,8,3,0,0,0,0
São Paulo - Vasco da Gama 1:0,Brazil. Serie A,29/11/2019,CF,50,32,11,0,0,0,0,0,4,3,0,0,0,0,2,2,22,8,6,1,2,9,2,3,2,0,0
Vasco da Gama - Goiás 1:1,Brazil. Serie A,18/11/2019,CF,31,25,2,0,0,0,0,0,4,1,0,0,0,0,1,0,14,1,5,0,0,8,3,0,0,0,0
Flamengo - Vasco da Gama 4:4,Brazil. Serie A,14/11/2019,CF,15,16,6,1,0,2,2,0.64,0,0,0,0,0,0,0,0,10,4,3,3,1,3,0,1,1,0,0
CSA - Vasco da Gama 0:3,Brazil. Serie A,10/11/2019,CF,101,41,19,0,0,0,0,0,11,10,0,0,0,0,0,0,25,9,7,1,0,13,3,3,2,0,0
Fluminense - Vasco da Gama 0:0,Brazil. Serie A,2/11/2019,CF,95,46,16,0,0,0,0,0,12,8,0,0,0,0,1,0,30,8,19,5,0,19,3,1,0,0,0
Vasco da Gama - Grêmio 1:3,Brazil. Serie A,31/10/2019,CF,49,35,14,0,0,0,0,0,6,5,0,0,0,0,2,1,18,9,5,5,1,5,1,3,2,0,0
Ceará - Vasco da Gama 1:1,Brazil. Serie A,26/10/2019,CF,102,69,24,0,0,1,0,0.12,19,12,2,1,1,0,5,1,45,12,19,4,5,12,3,5,3,0,0
Internacional - Vasco da Gama 0:1,Brazil. Serie A,20/10/2019,CF,52,27,13,0,0,1,0,0.24,5,4,0,0,0,0,2,1,19,8,9,4,0,8,1,1,1,0,0
Vasco da Gama - Botafogo 2:1,Brazil. Serie A,17/10/2019,CF,64,39,13,1,0,2,2,0.13,3,2,0,0,1,0,0,0,24,8,13,5,0,10,6,1,1,0,0
Vasco da Gama - Fortaleza 1:0,Brazil. Serie A,13/10/2019,CF,50,24,7,0,0,1,0,0.09,7,3,0,0,0,0,0,0,9,4,6,2,0,7,3,0,0,0,0
Avaí - Vasco da Gama 0:0,Brazil. Serie A,11/10/2019,CF,89,81,39,0,0,3,2,0.36,21,20,0,0,0,0,2,1,45,15,18,7,1,11,2,6,4,0,0
Vasco da Gama - Santos 0:1,Brazil. Serie A,5/10/2019,RWF,24,7,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0
Atlético Mineiro - Vasco da Gama 1:2,Brazil. Serie A,3/10/2019,CF,61,24,9,0,0,2,1,0.35,2,2,0,0,1,1,2,2,13,5,5,2,2,6,2,2,1,0,0
Corinthians - Vasco da Gama 1:0,Brazil. Serie A,29/9/2019,CF,111,60,27,0,0,3,0,0.18,16,13,0,0,0,0,2,0,27,11,13,5,2,14,2,4,2,0,0
Vasco da Gama - Athletico Paranaense 1:1,Brazil. Serie A,22/9/2019,"CF, RWF",84,53,15,0,0,2,1,0.52,10,8,1,0,2,1,3,1,24,6,11,4,2,8,2,3,2,0,0
Chapecoense - Vasco da Gama 1:2,Brazil. Serie A,15/9/2019,CF,61,49,20,1,0,5,3,0.72,7,5,0,0,1,0,2,1,30,10,17,6,0,11,3,3,1,0,0
Vasco da Gama - Bahia 0:2,Brazil. Serie A,7/9/2019,CF,40,26,13,0,0,4,1,0.53,9,8,0,0,2,1,1,0,7,4,3,2,1,2,0,0,0,0,0
Athletico Paranaense - Vasco da Gama 4:1,Brazil. Serie A,28/4/2019,CF,35,13,5,0,0,1,0,0.14,3,2,0,0,0,0,1,1,5,2,2,1,1,4,2,0,0,0,0
Flamengo - Vasco da Gama 2:0,Brazil. Carioca 1,21/4/2019,LWF,22,10,6,0,0,2,2,0.25,4,3,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0
Vasco da Gama - Bangu 1:2,Brazil. Carioca 1,23/3/2019,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0
Cabofriense - Vasco da Gama 2:0,Brazil. Carioca 1,17/3/2019,CF,62,19,11,0,0,5,1,0.56,3,3,0,0,0,0,2,1,8,7,4,4,0,1,0,3,1,0,0
Vasco da Gama - Flamengo 1:1,Brazil. Carioca 1,9/3/2019,RCMF3,22,9,4,0,0,2,0,0.05,1,1,0,0,0,0,0,0,6,3,5,3,0,3,1,0,0,0,0
Vasco da Gama - Boavista 2:0,Brazil. Carioca 1,2/3/2019,CF,79,37,15,0,0,4,1,0.59,9,7,0,0,1,0,1,0,19,7,9,2,0,7,2,2,2,0,0
Botafogo - Vasco da Gama 1:1,Brazil. Carioca 1,23/2/2019,CF,38,26,12,0,0,0,0,0,6,4,0,0,1,0,2,1,13,6,6,2,1,8,3,0,0,0,0
Serra - Vasco da Gama 0:2,Brazil. Copa do Brasil,21/2/2019,CF,16,13,4,1,0,1,1,0.34,2,1,0,0,1,1,2,1,6,2,3,1,0,1,0,0,0,0,0
Vasco da Gama - Fluminense 1:0,Brazil. Carioca 1,17/2/2019,AMF,22,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,1,0,0,0,85,0
Juazeirense - Vasco da Gama 2:2,Brazil. Copa do Brasil,7/2/2019,LAMF,18,12,5,0,0,0,0,0,5,3,0,0,1,0,1,1,5,2,2,1,1,6,1,0,0,0,0
Vasco da Gama - Fluminense 1:0,Brazil. Carioca 1,2/2/2019,CF,76,40,13,0,0,1,0,0.01,7,6,0,0,0,0,3,0,23,7,6,1,2,6,3,1,1,0,0
Portuguesa RJ - Vasco da Gama 0:1,Brazil. Carioca 1,30/1/2019,CF,102,69,30,0,0,3,1,0.18,20,14,1,1,2,1,6,1,40,15,12,3,2,20,3,1,0,0,0
Vasco da Gama - Volta Redonda 5:2,Brazil. Carioca 1,24/1/2019,CF,101,49,24,0,0,0,0,0,13,9,0,0,1,0,6,1,34,15,8,2,2,20,3,6,6,0,0
Madureira - Vasco da Gama 0:1,Brazil. Carioca 1,19/1/2019,CF,98,66,32,0,0,5,2,1.48,18,15,1,1,1,0,5,3,35,15,12,7,2,9,0,1,1,0,0
Al Shabab - Ohod 1:0,Saudi Arabia. Pro League,6/12/2018,CF,96,72,31,0,0,0,0,0,22,18,1,1,0,0,4,2,38,13,8,3,0,15,3,2,1,0,0
Al Fateh - Ohod 4:0,Saudi Arabia. Pro League,22/11/2018,CF,95,61,30,0,0,4,2,0.42,11,9,0,0,2,2,5,3,31,18,9,5,0,7,0,8,7,0,0
Ohod - Al Hazm 3:3,Saudi Arabia. Pro League,8/11/2018,CF,101,39,18,2,0,4,2,1.31,15,11,0,0,0,0,5,2,19,5,8,3,1,8,2,4,4,0,0
Ohod - Al Taawon 1:0,Saudi Arabia. Pro League,2/11/2018,CF,72,33,14,0,0,1,0,0.37,11,6,0,0,0,0,2,0,20,8,8,4,0,6,0,1,1,0,0
Ohod - Al Wahda 1:3,Saudi Arabia. Pro League,26/10/2018,CF,101,46,19,0,0,3,0,0.75,11,8,0,0,2,1,1,1,20,10,8,4,1,13,0,1,1,0,0
Al Ittihad - Ohod 1:1,Saudi Arabia. Pro League,19/10/2018,CF,106,47,19,1,0,2,1,0.2,6,5,0,0,1,0,5,3,31,12,12,2,3,16,5,4,2,0,0
Ohod - Al Baten 0:1,Saudi Arabia. Pro League,5/10/2018,CF,102,47,21,0,0,7,1,0.46,12,10,0,0,1,1,5,4,22,10,7,4,0,13,0,1,1,8,0
Al Ittifaq - Ohod 0:0,Saudi Arabia. Pro League,27/9/2018,CF,98,66,28,0,0,3,1,0.32,17,10,1,0,4,1,3,2,30,14,4,1,1,13,3,2,2,0,0
Al Faisaly - Ohod 2:0,Saudi Arabia. Pro League,21/9/2018,CF,101,46,26,0,0,3,0,0.53,16,15,0,0,0,0,4,3,25,11,10,4,1,10,0,3,2,0,0
Ohod - Al Ahli 0:2,Saudi Arabia. Pro League,14/9/2018,CF,100,42,22,0,0,2,0,0.29,17,14,0,0,0,0,1,1,19,8,3,2,1,2,1,4,2,0,0
Ohod - Al Nassr 1:2,Saudi Arabia. Pro League,30/8/2018,CF,73,32,15,0,0,2,0,0.04,4,4,0,0,1,1,5,4,20,9,8,3,2,9,2,1,1,0,0
El Geish - Pyramids Al Ahram FC 1:2,Egypt. Premier League,14/8/2018,CF,89,37,18,2,0,3,3,0.82,15,11,0,0,0,0,0,0,13,4,4,1,2,11,6,2,1,86,0
Pyramids Al Ahram FC - El Entag El Harby 1:1,Egypt. Premier League,8/8/2018,"CF, RWF",99,61,26,0,0,4,0,0.27,19,12,1,1,2,0,3,1,31,13,9,2,0,13,0,3,3,0,0
ENPPI - Pyramids Al Ahram FC 0:1,Egypt. Premier League,3/8/2018,CF,95,38,16,0,0,0,0,0,14,14,0,0,1,1,2,0,13,2,6,0,2,11,3,3,3,0,0
