Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Vila Nova - Oeste 1:1,Brazil. Serie B,20/11/2019,CF,102,42,10,0,0,2,0,0.25,8,4,0,0,1,0,3,0,25,5,7,1,3,16,3,0,0,0,0
Sport Recife - Vila Nova 0:0,Brazil. Serie B,17/11/2019,CF,60,37,13,0,0,2,0,0.19,6,4,0,0,0,0,4,0,23,9,12,8,1,14,2,3,3,0,0
Vila Nova - Operário PR 0:0,Brazil. Serie B,9/11/2019,"CF, RW",72,35,11,0,0,0,0,0,5,4,0,0,0,0,4,0,25,6,13,6,0,13,2,1,1,0,0
Figueirense - Vila Nova 0:0,Brazil. Serie B,6/11/2019,CF,97,76,23,0,0,2,0,0.75,10,7,1,1,0,0,4,3,46,15,19,4,2,21,3,0,0,0,0
Vila Nova - Brasil de Pelotas 0:2,Brazil. Serie B,29/10/2019,CF,97,60,18,0,0,0,0,0,4,4,0,0,0,0,5,1,41,14,16,8,1,21,1,2,2,0,0
Bragantino - Vila Nova 3:1,Brazil. Serie B,26/10/2019,CF,48,37,9,0,0,0,0,0,3,3,0,0,0,0,0,0,26,6,17,2,2,16,1,1,0,0,0
Vila Nova - Coritiba 2:2,Brazil. Serie B,19/10/2019,CF,71,47,8,1,0,2,1,0.13,7,2,0,0,1,0,7,2,29,4,8,0,1,15,2,2,2,0,0
América Mineiro - Vila Nova 2:0,Brazil. Serie B,16/10/2019,"LAMF, LWF",97,38,19,0,0,1,0,0.05,6,4,1,1,0,0,6,6,24,13,4,2,3,10,4,0,0,0,0
Vila Nova - Atlético GO 1:1,Brazil. Serie B,12/10/2019,"LAMF, LWF, CF",97,44,18,0,0,1,0,0,10,5,0,0,1,0,9,5,29,12,8,4,0,14,0,2,2,42,0
São Bento - Vila Nova 3:1,Brazil. Serie B,8/10/2019,CF,66,47,11,0,0,0,0,0,5,2,0,0,0,0,5,3,29,8,10,3,1,17,4,0,0,0,0
Vila Nova - Criciúma 1:1,Brazil. Serie B,2/10/2019,CF,17,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,2,1,2,0,1,1,0,0
Vila Nova - CRB 2:2,Brazil. Serie B,25/9/2019,CF,49,38,9,0,0,2,1,0.05,5,2,0,0,0,0,1,1,24,6,9,2,0,12,4,0,0,0,0
Vila Nova - Botafogo SP 0:2,Brazil. Serie B,18/9/2019,CF,96,44,17,0,0,3,1,0.46,13,10,0,0,0,0,3,1,23,6,8,4,1,9,1,4,4,0,0
Ponte Preta - Vila Nova 0:1,Brazil. Serie B,13/9/2019,CF,98,58,16,0,0,0,0,0,6,5,0,0,1,0,5,3,32,10,12,4,2,11,1,1,1,0,0
Vila Nova - Vitória 0:2,Brazil. Serie B,4/9/2019,CF,97,43,12,0,0,1,0,0.02,10,7,0,0,0,0,0,0,22,4,7,2,1,5,2,0,0,0,0
Paraná - Vila Nova 1:1,Brazil. Serie B,31/8/2019,CF,96,55,16,1,0,1,1,0.21,7,6,0,0,0,0,3,1,33,9,18,4,2,24,9,1,0,0,0
Vila Nova - Cuiabá 0:0,Brazil. Serie B,28/8/2019,CF,98,67,23,0,0,2,0,0.12,10,6,0,0,2,0,6,5,39,16,13,5,0,19,5,1,1,0,0
Paysandu - Boa 2:2,Brazil. Serie C,30/7/2019,CF,82,36,11,0,0,0,0,0,3,2,0,0,0,0,5,2,25,9,10,5,1,11,3,4,0,0,0
Boa - Juventude 2:0,Brazil. Serie C,21/7/2019,CF,87,65,22,0,1,2,0,0.13,14,10,0,0,0,0,3,2,37,11,14,5,3,19,1,4,4,0,0
Volta Redonda - Boa 1:0,Brazil. Serie C,7/7/2019,CF,97,49,14,0,0,0,0,0,8,6,0,0,0,0,6,1,26,7,5,2,3,15,3,0,0,0,0
Boa - Paysandu 2:0,Brazil. Serie C,26/5/2019,CF,83,58,21,1,0,3,1,0.43,14,9,0,0,1,0,3,2,25,10,13,3,2,20,3,4,4,79,0
Remo - Boa 1:0,Brazil. Serie C,28/4/2019,CF,98,45,13,0,0,2,1,0.77,4,3,0,0,0,0,4,0,27,9,7,3,1,12,2,0,0,0,0
Atlético Mineiro - Boa 5:0,Brazil. Mineiro 1,7/4/2019,CF,99,48,13,0,0,0,0,0,13,10,0,0,0,0,1,0,28,3,13,2,1,17,7,2,1,0,0
Boa - Atlético Mineiro 0:0,Brazil. Mineiro 1,30/3/2019,CF,100,41,14,0,0,3,0,0.38,8,7,0,0,1,0,3,1,23,7,6,3,0,11,3,0,0,0,0
Boa - Tombense (P) 1:1,Brazil. Mineiro 1,24/3/2019,CF,96,51,21,1,0,4,4,1.2,5,3,0,0,0,0,5,3,29,13,13,5,2,14,3,3,3,0,0
Boa - Cruzeiro 2:2,Brazil. Mineiro 1,31/1/2019,CF,97,51,17,1,0,1,1,0.13,10,8,0,0,1,0,7,3,29,8,9,3,2,13,1,1,1,0,0
Atlético Mineiro - Boa 5:0,Brazil. Mineiro 1,20/1/2019,CF,91,37,15,0,0,0,0,0,6,2,1,0,1,0,5,4,21,12,6,3,2,9,5,2,0,0,0
