Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Ypiranga Erechim - Figueirense 3:3,Brazil. Serie C,4/6/2022,CF,72,41,11,0,0,1,1,0.39,6,5,2,2,1,0,4,1,22,5,6,2,0,9,3,2,1,0,0
Figueirense - Ferroviário 1:0,Brazil. Serie C,28/5/2022,CF,54,15,4,0,0,3,0,0.35,3,2,0,0,1,0,1,0,7,2,1,0,0,1,0,0,0,0,0
Brasil de Pelotas - Figueirense 0:1,Brazil. Serie C,21/5/2022,CF,67,26,9,0,0,2,0,0.04,7,6,0,0,0,0,2,0,13,2,3,1,2,9,1,1,1,0,0
Figueirense - Aparecidense 2:1,Brazil. Serie C,15/5/2022,RW,27,16,7,1,0,1,1,0.21,5,4,0,0,0,0,0,0,9,2,5,1,1,6,2,1,0,0,0
Atlético Cearense - Figueirense 1:1,Brazil. Serie C,8/5/2022,CF,28,17,3,0,0,0,0,0,2,2,0,0,0,0,0,0,6,1,2,0,2,4,3,0,0,0,0
Floresta EC - Figueirense 0:0,Brazil. Serie C,24/4/2022,CF,34,30,8,0,0,1,0,0,1,0,0,0,0,0,3,0,27,8,11,3,0,19,10,0,0,0,0
Figueirense - Altos 4:1,Brazil. Serie C,19/4/2022,CF,14,8,5,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,3,2,0,4,0,0,0,0,0
Volta Redonda - Figueirense 1:1,Brazil. Serie C,10/4/2022,CF,74,38,12,0,0,1,1,0.18,7,6,0,0,0,0,1,0,19,5,4,1,1,6,0,2,1,52,0
Camboriú - Figueirense 2:0,Brazil. Catarinense 1,26/3/2022,CF,97,34,14,0,0,0,0,0,6,6,0,0,0,0,2,1,22,8,8,2,2,11,3,3,1,0,0
Figueirense - Camboriú 1:1,Brazil. Catarinense 1,24/3/2022,CF,81,59,18,1,0,4,2,1.32,6,5,0,0,1,0,4,3,35,11,10,3,3,13,1,5,3,0,0
Hercílio Luz - Figueirense 0:0,Brazil. Catarinense 1,20/3/2022,CF,99,57,26,0,0,1,0,0.13,13,10,0,0,1,0,6,3,37,16,13,5,1,20,6,1,1,0,0
Figueirense - Hercílio Luz 1:0,Brazil. Catarinense 1,12/3/2022,CF,81,25,5,0,0,1,0,0.08,4,3,0,0,0,0,2,0,12,2,5,1,0,5,0,1,1,46,0
Figueirense - Cuiabá 2:2 (P),Brazil. Copa do Brasil,9/3/2022,CF,97,48,15,0,0,3,1,0.23,6,4,0,0,1,0,3,1,29,10,6,4,0,14,4,1,1,30,0
Figueirense - Avaí 4:1,Brazil. Catarinense 1,26/2/2022,CF,74,40,20,0,0,2,1,0.17,8,7,0,0,1,0,2,2,26,10,5,2,0,9,2,3,3,68,0
Lagarto - Figueirense 0:0,Brazil. Copa do Brasil,22/2/2022,CF,77,37,13,0,0,2,0,0.13,6,5,0,0,0,0,1,1,19,6,11,4,5,11,2,2,1,0,0
Juventus Jaraguá - Figueirense 0:2,Brazil. Catarinense 1,19/2/2022,CF,33,25,9,0,0,1,0,0.09,6,5,0,0,0,0,1,0,13,4,3,1,1,5,5,2,1,0,0
Figueirense - Prospera Criciuma 1:2,Brazil. Catarinense 1,16/2/2022,CF,98,32,11,0,0,6,1,0.91,7,5,0,0,0,0,2,1,13,5,3,2,1,4,2,0,0,0,0
Chapecoense - Figueirense 1:0,Brazil. Catarinense 1,13/2/2022,CF,81,36,14,0,0,0,0,0,5,3,0,0,0,0,2,0,22,9,7,3,3,8,0,1,1,0,0
Figueirense - Marcílio Dias 3:2,Brazil. Catarinense 1,11/2/2022,CF,99,38,13,1,0,8,1,1,5,4,0,0,0,0,4,1,21,7,13,4,0,7,1,2,2,0,0
Hercílio Luz - Figueirense 4:1,Brazil. Catarinense 1,6/2/2022,CF,94,29,13,1,0,1,1,0.2,7,7,0,0,0,0,0,0,16,5,11,4,0,10,0,0,0,0,0
Figueirense - Camboriú 2:1,Brazil. Catarinense 1,4/2/2022,CF,96,51,13,0,0,2,0,0.43,4,3,0,0,0,0,4,3,34,10,9,3,2,18,5,2,2,0,0
ABC - Sousa 2:1,Brazil. Copa do Nordeste,10/11/2021,CF,50,24,3,0,0,1,0,0.49,1,1,0,0,0,0,0,0,11,2,2,0,0,3,0,0,0,0,0
Sousa - ABC 3:0,Brazil. Copa do Nordeste,27/10/2021,CF,83,18,6,0,0,0,0,0,2,2,0,0,0,0,0,0,10,4,6,2,0,4,1,0,0,0,0
Aparecidense - ABC 4:2,Brazil. Serie D,24/10/2021,CF,48,19,6,0,0,0,0,0,2,2,0,0,0,0,2,0,11,4,5,4,0,6,0,0,0,37,0
ABC - Jacuipense 4:2,Brazil. Copa do Nordeste,21/10/2021,CF,88,44,10,0,0,1,0,0.15,7,5,0,0,1,0,3,0,20,3,2,1,1,7,0,1,0,0,0
ABC - Caxias 3:0,Brazil. Serie D,17/10/2021,CF,90,33,12,0,0,2,2,1.06,3,2,0,0,0,0,0,0,22,8,4,1,0,15,3,1,1,0,0
ABC - Flamengo 0:1,Brazil. Copa do Brasil,6/8/2021,CF,25,14,7,0,0,0,0,0,3,2,0,0,1,0,2,2,10,5,5,1,0,5,1,0,0,0,0
Flamengo - ABC 6:0,Brazil. Copa do Brasil,30/7/2021,CF,97,61,20,0,0,0,0,0,8,6,1,0,0,0,3,0,38,12,14,5,2,26,4,2,0,0,0
São Bernardo FC - Atibaia 1:0,Brazil. Paulista A2,18/5/2021,CF,61,40,21,0,0,1,0,0.12,11,10,0,0,0,0,7,4,23,11,2,2,1,6,1,2,1,0,0
Água Santa - Atibaia 2:1,Brazil. Paulista A2,10/5/2021,CF,37,24,8,0,0,1,0,0.07,1,1,0,0,0,0,2,1,17,6,3,0,0,3,1,0,0,0,0
Atibaia - Velo Clube 0:0,Brazil. Paulista A2,7/5/2021,"RW, CF",37,12,4,0,0,1,0,0.23,3,0,0,0,1,0,1,1,6,4,1,1,0,3,1,0,0,0,0
Oeste - Atibaia 1:0,Brazil. Paulista A2,4/5/2021,CF,23,13,4,0,0,0,0,0,2,2,0,0,0,0,0,0,8,2,1,0,1,1,0,1,1,0,0
Atibaia - Osasco Audax 0:1,Brazil. Paulista A2,1/5/2021,CF,68,39,12,0,0,0,0,0,8,7,0,0,0,0,6,2,23,5,4,0,0,13,2,1,1,0,0
São Bernardo - Atibaia 0:0,Brazil. Paulista A2,29/4/2021,"CF, RAMF",29,20,3,0,0,0,0,0,4,2,0,0,0,0,1,0,9,0,2,0,0,7,2,0,0,0,0
Rio Claro - Atibaia 1:4,Brazil. Paulista A2,27/4/2021,LW,20,15,5,1,0,1,1,0.27,3,2,0,0,1,0,1,0,8,2,0,0,1,4,2,2,0,82,0
Atibaia - Sertãozinho 2:0,Brazil. Paulista A2,25/4/2021,CF,77,67,13,1,0,2,1,0.22,7,4,0,0,0,0,5,3,39,8,16,2,4,19,6,1,0,0,0
RB Brasil - Atibaia 1:2,Brazil. Paulista A2,23/4/2021,AMF,28,7,4,0,0,0,0,0,2,2,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0
Atibaia - Portuguesa Santista 2:0,Brazil. Paulista A2,21/4/2021,CF,21,21,5,0,0,1,0,0.02,3,2,0,0,0,0,1,1,12,3,4,1,0,4,0,0,0,0,0
Portuguesa - Atibaia 1:1,Brazil. Paulista A2,6/3/2021,CF,21,14,6,0,0,1,1,0.03,0,0,0,0,0,0,1,0,10,4,5,1,1,5,1,1,0,0,0
Atibaia - Monte Azul 1:0,Brazil. Paulista A2,27/2/2021,RAMF,35,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,1,3,0,0,5,1,0,0,0,0
Mirassol - Floresta EC 1:0,Brazil. Serie D,6/2/2021,CF,30,15,10,0,0,1,0,0.17,3,3,0,0,0,0,1,0,8,6,2,1,0,3,0,1,0,0,0
Mirassol - Altos 4:0,Brazil. Serie D,17/1/2021,CF,12,9,2,0,0,0,0,0,1,1,0,0,0,0,1,0,7,1,2,0,0,3,0,1,1,0,0
Mirassol - Caxias (P) 1:0,Brazil. Serie D,13/12/2020,CF,24,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Ferroviária - Mirassol 1:0,Brazil. Serie D,2/11/2020,CF,21,10,7,0,0,1,1,0.03,3,3,0,0,0,0,0,0,6,3,3,1,0,2,0,0,0,0,0
Mirassol - Portuguesa RJ 1:0,Brazil. Serie D,25/10/2020,CF,29,18,7,1,0,3,1,0.44,3,2,0,0,1,1,4,0,9,4,2,1,1,4,0,1,1,0,0
Cascavel - Mirassol 0:0,Brazil. Serie D,4/10/2020,CF,99,40,16,0,0,2,0,0.36,8,6,1,1,0,0,2,0,26,10,9,3,0,12,4,1,0,0,0
Mirassol - Toledo 6:0,Brazil. Serie D,1/10/2020,CF,65,56,23,1,0,4,2,1.36,8,7,1,1,0,0,4,3,25,13,4,3,1,6,2,3,2,0,0
Cabofriense - Mirassol 3:1,Brazil. Serie D,26/9/2020,CF,99,56,21,1,0,3,2,0.59,12,11,0,0,0,0,2,0,29,8,9,1,2,9,2,1,1,0,0
Mirassol - Bangu 1:1,Brazil. Serie D,21/9/2020,CF,97,50,22,0,0,3,1,0.2,9,8,0,0,1,1,3,2,27,12,10,7,3,12,0,1,1,0,0
Botafogo SP - Cuiabá 1:1,Brazil. Serie B,1/9/2020,CF,47,25,7,0,0,0,0,0,4,4,0,0,0,0,2,1,14,3,5,0,1,6,3,1,0,0,0
Juventude - Botafogo SP 0:0,Brazil. Serie B,29/8/2020,CF,88,65,21,0,0,3,0,0.79,5,4,0,0,0,0,6,2,41,15,19,7,4,20,8,5,2,0,0
Botafogo SP - Figueirense 0:1,Brazil. Serie B,22/8/2020,CF,18,11,5,0,0,1,0,0.18,2,1,0,0,0,0,4,3,8,4,1,0,0,5,1,1,1,0,0
Botafogo SP - Guarani 0:1,Brazil. Serie B,15/8/2020,CF,35,13,4,0,0,0,0,0,2,2,0,0,0,0,1,0,9,2,0,0,1,2,0,1,1,0,0
Cruzeiro - Botafogo SP 2:1,Brazil. Serie B,9/8/2020,CF,13,7,4,0,0,1,1,0.09,2,2,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0
Botafogo SP - Guarani 2:0,Brazil. Paulista A1,24/7/2020,CF,47,40,13,0,0,1,0,0.03,7,7,0,0,0,0,2,0,21,6,1,1,2,4,0,2,1,0,0
Botafogo SP - Água Santa 1:1,Brazil. Paulista A1,15/2/2020,CF,31,22,11,0,0,0,0,0,3,1,0,0,0,0,3,3,14,8,5,3,0,3,0,1,1,0,0
Botafogo SP - Mirassol 0:6,Brazil. Paulista A1,4/2/2020,CF,45,16,4,0,0,1,0,0.16,4,3,0,0,1,0,0,0,6,1,4,1,0,3,0,0,0,0,0
Ituano - Botafogo SP 2:2,Brazil. Paulista A1,29/1/2020,CF,15,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,1,0,0,1,0,0,0
Botafogo SP - Ponte Preta 0:1,Brazil. Paulista A1,26/1/2020,CF,98,54,15,0,0,2,1,0.21,7,6,0,0,0,0,6,2,29,8,12,4,0,13,1,1,1,0,0
Corinthians - Botafogo SP 4:1,Brazil. Paulista A1,24/1/2020,CF,95,66,19,0,1,0,0,0,13,12,1,1,0,0,6,1,27,4,11,0,4,19,6,1,0,0,0
Cuiabá - Vila Nova 1:2,Brazil. Serie B,30/11/2019,LAMF,47,34,19,0,0,1,1,0.09,3,3,0,0,0,0,5,3,22,13,5,3,4,7,2,5,3,0,0
