Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Bhayangkara F.C. - Rans Nusantara 5:1,Indonesia. Liga 1 22/23,30/3/2023,CF,93,65,35,3,0,6,3,1.18,26,23,0,0,1,0,4,2,18,9,1,0,1,4,1,4,4,0,0
Persib - Bhayangkara F.C. 2:1,Indonesia. Liga 1 22/23,24/3/2023,CF,98,63,32,1,0,2,1,0.43,19,17,0,0,1,0,3,3,31,13,4,2,2,12,3,5,2,0,0
PSM - Bhayangkara F.C. 3:1,Indonesia. Liga 1 22/23,17/3/2023,CF,95,31,14,0,0,2,0,0.17,10,9,0,0,0,0,4,1,10,4,1,1,1,4,2,3,0,0,0
Bhayangkara F.C. - Bali United 3:1,Indonesia. Liga 1 22/23,11/3/2023,CF,95,48,24,1,0,4,2,0.31,13,10,0,0,1,0,6,6,20,11,3,1,3,11,2,4,3,0,0
PSS Sleman - Bhayangkara F.C. 0:1,Indonesia. Liga 1 22/23,6/3/2023,CF,99,53,18,1,0,3,2,0.46,14,8,1,1,2,1,2,1,24,8,6,2,0,16,1,1,0,0,0
Bhayangkara F.C. - PSIS Semarang 3:2,Indonesia. Liga 1 22/23,1/3/2023,CF,88,36,17,0,0,3,1,0.42,10,10,0,0,0,0,2,2,14,6,4,1,2,5,3,1,1,0,0
Borneo FC - Bhayangkara F.C. 1:3,Indonesia. Liga 1 22/23,25/2/2023,CF,88,46,20,0,0,1,1,0.06,15,10,0,0,2,0,5,3,21,8,1,0,1,8,1,5,2,0,0
Bhayangkara F.C. - Madura United 4:0,Indonesia. Liga 1 22/23,20/2/2023,CF,87,64,25,1,0,2,1,0.13,20,12,0,0,2,0,4,4,21,10,2,0,2,12,2,3,2,0,0
Bhayangkara F.C. - Persija 2:1,Indonesia. Liga 1 22/23,16/2/2023,CF,94,53,28,1,0,3,2,0.21,16,15,0,0,0,0,3,1,26,11,10,6,1,11,2,3,1,82,0
Persita - Bhayangkara F.C. 1:0,Indonesia. Liga 1 22/23,11/2/2023,CF,95,57,13,0,0,1,0,0,11,7,1,0,1,0,2,0,26,6,6,1,0,8,1,2,1,25,0
Bhayangkara F.C. - Persikabo 1973 3:2,Indonesia. Liga 1 22/23,7/2/2023,"CF, LWF",98,31,13,1,0,3,2,0.75,9,7,1,1,1,1,1,0,14,4,4,3,1,11,1,2,1,96,0
Persis Solo - Bhayangkara F.C. 1:3,Indonesia. Liga 1 22/23,2/2/2023,CF,88,64,27,1,0,2,2,0.4,15,10,0,0,0,0,5,3,29,14,5,3,2,12,2,1,0,0,0
Shanghai Jiading Huilong - Nantong Zhiyun 2:1,China PR. China League One,8/12/2022,CF,96,52,26,1,0,4,2,0.99,23,15,0,0,2,0,0,0,18,9,3,1,0,14,1,2,1,0,0
Nanjing City - Shanghai Jiading Huilong 1:3,China PR. China League One,4/12/2022,"CF, RW",36,26,14,0,0,3,1,0.49,13,11,0,0,0,0,1,1,5,2,0,0,2,5,2,4,2,0,0
Shanghai Jiading Huilong - Shijiazhuang Gongfu 4:2,China PR. China League One,28/11/2022,CF,41,31,15,2,0,4,3,2.09,11,9,0,0,0,0,0,0,7,3,0,0,1,5,0,2,1,0,0
Shijiazhuang Gongfu - Shanghai Jiading Huilong 2:0,China PR. China League One,5/11/2022,CF,12,4,3,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shanghai Jiading Huilong - Jiangxi Beidamen 2:0,China PR. China League One,19/9/2022,CF,63,50,13,0,0,2,0,0.21,9,8,0,0,0,0,0,0,28,5,1,0,0,6,1,0,0,0,0
Guangxi Pingguo Haliao - Shanghai Jiading Huilong 3:0,China PR. China League One,15/9/2022,CF,95,52,16,0,0,0,0,0,9,4,0,0,3,0,7,4,34,12,9,4,0,11,3,1,1,0,0
Qingdao Youth Island - Shanghai Jiading Huilong 3:1,China PR. China League One,12/9/2022,CF,46,29,11,0,0,1,0,0.06,7,7,0,0,0,0,1,1,10,3,2,0,1,2,0,0,0,0,0
Jiangxi Beidamen - Shanghai Jiading Huilong 1:1,China PR. China League One,4/9/2022,CF,65,36,25,1,0,3,2,0.57,16,15,1,0,1,1,3,2,14,8,2,1,0,4,0,1,1,0,0
Shanghai Jiading Huilong - Guangxi Pingguo Haliao 0:0,China PR. China League One,30/8/2022,CF,95,58,20,0,0,1,0,0.01,18,14,1,0,0,0,2,2,23,6,4,0,2,11,1,3,3,0,0
Zibo Cuju - Shanghai Jiading Huilong 3:1,China PR. FA Cup,20/8/2022,CF,40,34,15,1,0,1,1,0.15,10,10,0,0,0,0,3,2,15,4,1,1,1,5,0,1,1,0,0
Shanghai Jiading Huilong - Beijing BIT 3:1,China PR. China League One,16/8/2022,CF,91,45,19,2,0,5,3,1.33,16,10,0,0,0,0,4,2,17,6,2,0,0,7,1,1,0,74,0
Shanghai Jiading Huilong - Zibo Cuju 3:1,China PR. China League One,12/8/2022,CF,79,51,26,1,0,2,2,0.59,20,16,2,1,2,0,4,4,20,8,3,0,1,8,2,6,4,54,0
Shanghai Jiading Huilong - Suzhou Dongwu 0:0,China PR. China League One,8/8/2022,CF,98,55,24,0,0,3,1,0.21,16,10,0,0,2,0,7,4,32,13,3,3,0,14,2,1,0,0,0
Qingdao Hainiu - Shanghai Jiading Huilong 2:0,China PR. China League One,4/8/2022,CF,97,53,17,0,0,0,0,0,9,9,1,1,0,0,1,0,26,8,7,4,2,8,2,2,0,0,0
Gimcheon Sangmu - Jeonnam Dragons 3:1,Korea Republic. K League 2,23/10/2021,CF,38,19,12,1,0,1,1,0.16,7,7,0,0,0,0,1,1,5,3,2,0,0,1,0,0,0,0,0
Jeonnam Dragons - Seoul E-Land 1:0,Korea Republic. K League 2,9/10/2021,CF,69,27,13,0,0,3,0,0.26,6,4,0,0,0,0,2,2,15,9,6,4,0,5,4,0,0,0,0
Jeonnam Dragons - Bucheon 1995 1:2,Korea Republic. K League 2,18/9/2021,CF,96,55,26,0,0,2,0,0.15,16,14,0,0,0,0,3,1,32,12,10,5,1,10,2,4,1,0,0
Daejeon Citizen - Jeonnam Dragons 2:1,Korea Republic. K League 2,13/9/2021,CF,17,8,1,0,0,0,0,0,3,0,0,0,1,0,1,0,4,1,1,0,0,5,3,0,0,0,0
Gyeongnam - Jeonnam Dragons 0:2,Korea Republic. K League 2,5/9/2021,CF,94,51,24,0,0,2,1,0.51,19,16,0,0,3,1,4,1,22,6,3,1,1,8,0,6,3,0,0
Jeonnam Dragons - Gimcheon Sangmu 2:2,Korea Republic. K League 2,29/8/2021,CF,81,48,11,0,0,0,0,0,13,7,1,0,1,0,0,0,21,4,9,0,2,12,4,1,0,60,0
Seoul E-Land - Jeonnam Dragons 1:1,Korea Republic. K League 2,22/8/2021,RW,49,29,14,1,0,2,1,0.18,8,7,0,0,0,0,4,0,15,6,7,3,2,5,2,1,0,0,0
Jeonnam Dragons - Busan I'Park 1:2,Korea Republic. K League 2,23/5/2021,RW,27,10,7,0,0,1,1,0.12,4,3,0,0,1,0,0,0,4,3,1,1,0,2,0,1,1,0,0
Jeonnam Dragons - Ansan Greeners 2:0,Korea Republic. K League 2,17/5/2021,LCMF3,24,20,4,0,0,1,0,0.01,0,0,0,0,0,0,1,1,13,4,6,2,1,4,2,0,0,0,0
Gyeongnam - Jeonnam Dragons 0:2,Korea Republic. K League 2,9/5/2021,RW,24,20,8,0,0,1,0,0.05,4,4,0,0,0,0,0,0,8,3,2,0,3,1,0,1,1,0,0
Daejeon Citizen - Jeonnam Dragons 1:1,Korea Republic. K League 2,5/5/2021,RAMF,21,23,15,0,0,0,0,0,11,10,0,0,0,0,2,0,9,4,4,2,0,5,1,3,2,0,0
Jeonnam Dragons - Anyang 0:1,Korea Republic. K League 2,1/5/2021,CF,20,13,6,0,0,0,0,0,3,3,0,0,0,0,0,0,6,2,3,1,1,1,1,0,0,0,0
Busan I'Park - Jeonnam Dragons 0:1,Korea Republic. K League 2,24/4/2021,"RCMF3, RW",29,17,5,0,1,0,0,0,3,2,0,0,1,0,1,1,8,2,1,0,1,4,3,0,0,0,0
Suwon - Jeonnam Dragons 1:1 (P),Korea Republic. FA Cup,14/4/2021,"CF, LW",74,52,17,0,0,2,0,0.04,12,7,1,0,0,0,4,2,26,8,3,1,3,15,4,4,3,0,0
Ansan Greeners - Jeonnam Dragons 0:1,Korea Republic. K League 2,11/4/2021,0,11,2,1,1,0,1,1,0.11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jeonnam Dragons - Daejeon Citizen 1:2,Korea Republic. K League 2,4/4/2021,RW,46,33,10,0,0,2,0,0.12,5,2,0,0,1,0,3,2,15,8,4,1,2,6,0,2,2,0,0
Bucheon 1995 - Jeonnam Dragons 1:1,Korea Republic. K League 2,20/3/2021,"RCMF3, CF",73,57,21,0,0,2,0,0.02,17,10,1,0,1,0,4,3,26,11,2,0,2,11,3,4,3,0,0
Seoul E-Land - Jeonnam Dragons 1:1,Korea Republic. K League 2,14/3/2021,CF,34,24,7,0,0,0,0,0,3,2,1,0,0,0,0,0,15,5,5,2,0,7,0,0,0,0,0
Jeonnam Dragons - Gyeongnam 1:0,Korea Republic. K League 2,7/3/2021,"CF, RCMF3, RW",38,27,10,0,0,0,0,0,6,4,1,0,0,0,0,0,12,6,1,0,3,4,1,2,0,0,0
