Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Bangkok United - Uthai Thani 3:0,Thailand. Thai League,2024-05-26,RWF,23,21,12,0,0,0,0,0.0,14,10,2,2,1,0,0,0,5,2,0,0,0,2,0,2,1,0,0
Police Tero - Bangkok United 3:0,Thailand. Thai League,2024-05-17,"LAMF, LW",63,38,21,0,0,1,0,0.09,19,16,1,1,2,1,2,2,11,5,1,1,1,2,0,2,2,0,0
Bangkok United - Trat 5:0,Thailand. Thai League,2024-05-12,"LW, RW",93,47,33,1,1,2,1,0.24,34,28,1,1,3,1,0,0,6,4,0,0,2,5,0,3,1,0,0
Khon Kaen United - Bangkok United 2:2,Thailand. Thai League,2024-05-05,RWF,80,37,24,1,1,4,3,1.04,22,18,0,0,2,1,0,0,8,2,2,1,2,6,0,3,1,0,0
Bangkok United - Lamphun Warrior 2:2,Thailand. Thai League,2024-04-18,LWF,72,26,14,0,0,1,0,0.09,15,11,0,0,2,1,2,2,5,3,1,1,1,3,0,1,1,6,0
Bangkok United - Port FC 2:2,Thailand. Thai League,2024-04-07,"LAMF, RAMF",92,39,27,1,0,3,2,0.3,26,20,1,1,4,0,4,1,10,5,1,1,0,6,0,2,1,0,0
Palestine - Bangladesh 1:0,Asia. AFC World Cup Qualifiers,2024-03-26,"LWF, RAMF",54,22,9,0,0,0,0,0.0,8,7,1,1,0,0,0,0,8,2,4,1,1,4,2,1,0,0,0
Palestine - Bangladesh 5:0,Asia. AFC World Cup Qualifiers,2024-03-21,LW,49,24,14,0,1,1,0,0.55,16,12,1,1,4,1,0,0,6,2,1,0,0,5,0,0,0,0,0
Ratchaburi - Bangkok United 1:0,Thailand. League Cup,2024-03-13,LAMF,73,40,25,0,0,0,0,0.0,23,18,1,0,4,1,3,2,14,7,0,0,0,9,1,1,1,0,0
Chiangrai United - Bangkok United 0:1,Thailand. Thai League,2024-03-09,LAMF,89,76,43,0,1,3,1,0.43,43,35,1,0,8,3,5,3,22,7,4,2,1,9,2,3,1,0,0
Buriram United - Bangkok United 3:2,Thailand. Thai League,2024-03-03,RAMF,34,25,13,0,0,0,0,0.0,12,9,1,1,1,0,0,0,10,4,1,0,2,4,1,2,0,0,0
Yokohama F. Marinos - Bangkok United 1:0 (E),Asia. AFC Champions League Elite,2024-02-21,LAMF,69,49,17,0,0,1,0,0.0,14,9,0,0,1,0,1,1,22,8,1,1,7,11,9,5,0,0,0
Sukhothai - Bangkok United 0:0,Thailand. Thai League,2024-02-17,"RWF, CF",102,52,32,0,0,4,0,0.68,27,23,0,0,0,0,3,3,17,9,5,2,3,9,3,1,0,0,0
