Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Almere City - Cambuur 0:1,Netherlands. Eerste Divisie,2020-02-14,GK,99,0,0.52,4,4,2,3,11,3,9,9,7,1,6
Cambuur - MVV 2:1,Netherlands. Eerste Divisie,2020-02-07,GK,97,1,0.95,3,2,1,1,14,10,19,19,5,3,2
NEC - Cambuur 0:2,Netherlands. Eerste Divisie,2020-01-31,GK,98,0,0.68,3,3,1,2,12,2,15,14,9,2,7
Cambuur - Utrecht U23 3:1,Netherlands. Eerste Divisie,2020-01-24,GK,95,1,0.45,3,2,2,1,5,4,29,29,7,6,1
TOP Oss - Cambuur 3:2,Netherlands. Eerste Divisie,2020-01-17,GK,96,3,2.13,5,2,2,3,3,1,26,26,5,5,0
Cambuur - Volendam 1:2,Netherlands. Eerste Divisie,2020-01-10,GK,95,2,1.97,5,3,2,1,4,4,22,22,5,4,1
Excelsior - Cambuur 1:3,Netherlands. Eerste Divisie,2019-12-22,GK,96,1,1.48,4,3,3,1,10,8,15,15,12,7,5
Cambuur - Feyenoord 1:2,Netherlands. KNVB Beker,2019-12-19,GK,94,2,1.47,5,3,2,2,9,4,26,25,5,3,2
Cambuur - Ajax II 0:2,Netherlands. Eerste Divisie,2019-12-13,GK,99,2,2.18,5,3,2,1,11,5,18,18,7,5,2
Dordrecht - Cambuur 2:4,Netherlands. Eerste Divisie,2019-12-06,GK,96,2,1.32,3,1,1,3,5,4,22,22,6,4,2
Cambuur - AZ II 3:1,Netherlands. Eerste Divisie,2019-11-29,GK,96,1,1.18,4,3,1,0,22,13,14,12,5,1,4
Eindhoven - Cambuur 0:3,Netherlands. Eerste Divisie,2019-11-21,GK,96,0,0.05,1,1,1,1,8,4,18,18,1,0,1
Cambuur - Almere City 3:1,Netherlands. Eerste Divisie,2019-11-17,GK,94,1,0.89,4,3,1,1,14,7,10,10,6,4,2
Roda JC - Cambuur 1:2,Netherlands. Eerste Divisie,2019-11-08,GK,93,1,2.12,3,2,2,1,6,4,18,18,10,4,6
Cambuur - NEC 0:0,Netherlands. Eerste Divisie,2019-11-01,GK,93,0,1.08,3,3,1,1,5,3,29,29,10,8,2
Utrecht U23 - Cambuur 1:1,Netherlands. Eerste Divisie,2019-10-25,GK,95,1,0.93,5,4,2,0,4,2,22,21,4,4,0
Cambuur - TOP Oss 5:1,Netherlands. Eerste Divisie,2019-10-18,GK,93,1,0.4,4,3,1,1,4,0,21,21,6,4,2
MVV - Cambuur 0:0,Netherlands. Eerste Divisie,2019-10-11,GK,96,0,0.46,3,3,1,3,9,6,19,19,11,5,6
Cambuur - Excelsior 4:0,Netherlands. Eerste Divisie,2019-10-04,GK,93,0,1.07,6,6,2,3,14,11,34,34,7,5,2
Volendam - Cambuur 0:4,Netherlands. Eerste Divisie,2019-09-27,GK,93,0,0.29,2,2,1,1,9,5,19,19,8,7,1
